page,stt,ma_so,nhom,ten_mon_an,ten_mon_an_en,nang_luong,nang_luong_don_vi,chat_dam,chat_beo,chat_bot_duong
63,4,HAN-112040,"Chè, các loại giải khát",Sữa chua đậu xanh rau má,Mungbean-greenwort yogurt smoothie,291.1,Kcal,14.2,6.2,44.6
63,5,HAN-112039,"Chè, các loại giải khát",Sữa chua trân châu,Yogurt with tapioca pearls,271.4,Kcal,6.7,7.6,44.1
63,6,HAN-113031,"Chè, các loại giải khát",Sữa chua thạch lá nếp,Yogurt with pandan leaf jelly,395.8,Kcal,8.6,6.8,74.9
63,7,HAN-112046,"Chè, các loại giải khát","Sữa chua nếp cẩm, mít, caramen",Black sticky rice yogurt with jackfruit and caramel,566.3,Kcal,12.3,8.7,109.7
63,8,HAN-112041,"Chè, các loại giải khát",Sữa chua nếp cẩm,Black sticky rice yogurt,437.4,Kcal,11.2,8.8,78.3
63,9,HAN-112044,"Chè, các loại giải khát",Nha đam trộn mít caramen,Caramel with aloe vera and jackfruit,401.1,Kcal,8.3,5.8,79
63,10,HAN-113025,"Chè, các loại giải khát",Hoa quả dầm,Mixed fresh fruit,233.2,Kcal,3.6,3.4,47.1
63,11,HAN-113097,"Chè, các loại giải khát",Chè thập cẩm (không có xôi),Almond panna cotta dessert soup,287.1,Kcal,4.8,0.5,65.9
63,12,HAN-113054,"Chè, các loại giải khát",Chè thập cẩm (có xôi),Mixed bean dessert soup,458.7,Kcal,4.6,2.7,103.9
63,13,HAN-111036,"Chè, các loại giải khát",Chè khúc bạch,Almond panna cotta dessert soup,145.5,Kcal,3.4,2.1,28.2
63,14,HAN-113055,"Chè, các loại giải khát",Chè kem dừa,Coconut ice cream dessert soup,385.5,Kcal,5.5,10.8,66.5
63,15,HAN-112058,"Chè, các loại giải khát",Caramen thập cẩm (không xôi),Caramel mixed with tapioca pearls,299.2,Kcal,5.6,4.6,58.8
64,1,HAN-111009,"Chè, các loại giải khát",Caramen thập cẩm (có xôi),"Caramel mixed with black sticky rice, tapioca pearls and fruit",522.9,Kcal,12.6,7.2,102
64,2,HAN-112045,"Chè, các loại giải khát",Caramen matcha trộn,Caramel mixed with match jelly,390.2,Kcal,8.3,5.8,76.2
64,3,HAN-112059,"Chè, các loại giải khát",Caramen hoa quả tươi,Caramel with mixed fruit,251.5,Kcal,5.8,6.9,41.5
64,4,HAN-111007,"Chè, các loại giải khát",Caramen,Caramel,111.9,Kcal,5.2,4.1,13.5
64,5,HAN-113060,"Chè, các loại giải khát",Cà phê trứng,Egg coffee,228.8,Kcal,8.7,17.7,8.7
64,6,HAN-112036,Các loại bánh,Pizza thịt xông khói (cỡ L),Bacon pizza (L size),2027.2,Kcal,100.8,82.4,220.6
64,7,HAN-112034,Các loại bánh,Pizza thập cẩm (cỡ L),Mixed pizza (L size),1890.9,Kcal,98.5,68.5,220.1
64,8,HAN-113100,Các loại bánh,Pizza hải sản (cỡ M),Seafood pizza (M size),935.9,Kcal,51.9,30.1,114.4
64,9,HAN-112033,Các loại bánh,Pizza hải sản (cỡ L),Seafood pizza (L size),1751.7,Kcal,113.2,47.6,217.6
64,10,HAN-113102,Các loại bánh,Pizza gà phô mai (cỡ S),Cheesy Chicken Pizza (S size),638.1,Kcal,28,28.5,67.4
64,11,HAN-112035,Các loại bánh,Pizza gà nướng nấm (cỡ L),BBQ chicken mushroom pizza (L size),1728.6,Kcal,85.8,56.2,219.9
64,12,HAN-113101,Các loại bánh,Pizza bò (cỡ M),Premium beed pizza (M size),1111.9,Kcal,51,45.1,125.5
64,13,HAN-113073,Các loại bánh,Hamburger lợn,Pork hamburger,282.5,Kcal,18.4,9.9,30.1
64,14,HAN-113071,Các loại bánh,Hamburger Gà,Chicken Humburger,451.7,Kcal,29.3,19.6,39.4
64,15,HAN-113072,Các loại bánh,Hamburger Bò,Beef Hamburger,308.9,Kcal,18,11.5,33.2
65,1,HAN-112009,Các loại bánh,Burger Tôm,Shrimp burger,537.4,Kcal,20.8,28.1,50.2
65,2,HAN-112006,Các loại bánh,Burger gà,Chicken Burger,490.5,Kcal,19.4,27.3,41.8
65,3,HAN-112008,Các loại bánh,Burger cá,Fish Burger,305.7,Kcal,22.1,7.1,38.4
65,4,HAN-112054,Các loại bánh,Bánh gà Hồng Mai,Hong Mai Chicken nugget,1603,Kcal,81.5,129,29
65,5,HAN-113098,Các loại bánh,Bánh trôi tàu,Glutinous rice balls filled with mung bean patse and black sesame patse in syrup,393.2,Kcal,10.8,15.2,53.5
65,6,HAN-111024,Các loại bánh,Bánh tôm Hồ Tây,Ho Tay crispy prawn fritters,479.8,Kcal,17.9,16.6,64.8
65,7,HAN-113075,Các loại bánh,Bánh cuốn Thanh Trì,Rice pancake rolled with pork (Thanh Tri style),518.5,Kcal,31.6,17.9,57.7
65,8,HAN-113027,Các loại bánh,Bánh mỳ Pate thập cẩm,Banh my with Pate and mixed,662.1,Kcal,26.2,42.5,43.6
65,9,HAN-111016,Các loại bánh,Bánh mỳ pa tê trứng,Banh my with Pate and fried egg,426.5,Kcal,23.5,18.4,41.7
65,10,HAN-112010,Các loại bánh,Bánh mỳ chảo lợn,Banh my with pork served in frying pan,726.2,Kcal,35.7,39.7,56.5
65,11,HAN-112011,Các loại bánh,Bánh mỳ chảo bò,Banh my with beef served in frying pan,686.5,Kcal,37.4,34.9,55.7
65,12,HAN-111004,Các loại bánh,Bánh mỳ bít tết,Banh my with steak,920,Kcal,44.5,34,109
65,13,HAN-111031,Các loại bánh,Bánh mì chảo,Banh my with bacon and sausage served in frying pan,708.4,Kcal,38.3,26.9,78.4
65,14,HAN-112024,"Cơm, cháo, xôi",Xôi xíu,Sticky rice with Char siu,1022,Kcal,36.7,46.4,114.4
65,15,HAN-113059,"Cơm, cháo, xôi",Xôi xéo thịt,Sticky rice with braised pork belly and mung bean paste,676.1,Kcal,23.2,14.8,112.6
66,1,HAN-112049,"Cơm, cháo, xôi",Xôi thập cẩm,Sticky rice with mixed meat and vegetables,1227.1,Kcal,56.9,50.8,135.5
66,2,HAN-112001,"Cơm, cháo, xôi",Xôi cá rô đồng,Sticky rice with shredded Tilapia fish,572.6,Kcal,23.6,5,108.3
66,3,HAN-111020,"Cơm, cháo, xôi",Cháo sườn sụn,Rice congee with pork cartilage,470.5,Kcal,31.4,12.7,57.7
66,4,HAN-112004,"Cơm, cháo, xôi",Cơm rang thập cẩm,Fried rice with meat and vegetables,1088.2,Kcal,33.6,55.6,113.5
66,5,HAN-112003,"Cơm, cháo, xôi",Cơm rang dưa bò,Fried rice with beef and pickles,1022.3,Kcal,48.1,44.7,107
66,6,HAN-113067,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ vằn thắn,Wheat noodle with Wonton soup,579.6,Kcal,35.6,22.8,58
66,7,HAN-113062,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ tim cật,Wheat noodle soup with mixed pork organs,332.7,Kcal,14.9,6.4,53.8
66,8,HAN-113051,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến riêu cua (trộn),Vermicelli mixed with fresh water crab paste,493,Kcal,24,17.7,59.4
66,9,HAN-113050,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến riêu cua (nước),Vermicelli soup with fresh water crab paste,461.2,Kcal,22.5,17.6,53.2
66,10,HAN-113004,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến ngan mọc,Vermicelli soup with muscovy duck and meatball,569.3,Kcal,27,28.5,51.2
66,11,HAN-113011,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến lươn trộn,Vermicelli mixed with eel,308.8,Kcal,8.5,6.1,54.9
66,12,HAN-113010,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến lươn nước,Vermicelli soup with eel,338.2,Kcal,8.9,7,59.9
66,13,HAN-112032,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Hủ tiếu thịt bằm,Rice noodle soup with minced pork,530.9,Kcal,31.7,18.5,59.5
66,14,HAN-112020,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Hủ tiếu Nam Vang,Rice noodle soup with pork and shrimp (Nam Vang style),537.1,Kcal,30.1,9.5,82.8
66,15,HAN-112031,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Hủ tiếu đại dương,Rice noodle soup with mixed seafood,572.1,Kcal,47.4,18.9,53.1
67,1,HAN-112013,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Bánh canh sườn heo,Thick rice noodle soup with pork-rib,487.6,Kcal,20.6,12.7,72.8
67,2,HAN-112012,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Bánh canh ghẹ,Thick rice noodle soup with flower crab,590,Kcal,21.6,18.1,85.2
67,3,HAN-112002,"Bánh đa, bún, phở",Phở Thìn,Pho Thin,873,Kcal,42,41.4,83.1
67,4,HAN-113049,"Bánh đa, bún, phở",Phở lõi bò,Pho with Beef heel muscle,461.8,Kcal,19.9,11.4,69.9
67,5,HAN-113057,"Bánh đa, bún, phở",Phở gà trộn,Pho mixed with chicken,524.6,Kcal,30.4,14.6,68
67,6,HAN-111012,"Bánh đa, bún, phở",Phở chiên phồng,Fried Pho,677.1,Kcal,25.2,33.1,69.6
67,7,HAN-113090,"Bánh đa, bún, phở",Phở bò tái chín,Pho with rare beef,503.6,Kcal,36.4,11.9,62.6
67,8,HAN-113046,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Phở bò tái gầu,Pho with rare beef and brisket,581.5,Kcal,28.1,17.5,77.9
67,9,HAN-113001,"Bánh đa, bún, phở",Bún riêu bò,Beef crab paste vermicelli,527,Kcal,31,23,49
67,10,HAN-112015,"Bánh đa, bún, phở",Bún ốc sườn,Snail and pork rib vermicelli,540.9,Kcal,35.3,14,68.4
67,11,HAN-112057,"Bánh đa, bún, phở",Bún ốc nguội,Cold snail vermicelli,563.5,Kcal,38,6.1,89.3
67,12,HAN-113013,"Bánh đa, bún, phở","Bún riêu cua, giò, bò",Crab paste vermicelli with pork pie and beef,425.8,Kcal,19.7,19,43.9
67,13,HAN-111014,"Bánh đa, bún, phở",Bún ốc chấm,Rice vermicelli with snails and dipping sauce,661.3,Kcal,58.2,7.9,89.3
67,14,HAN-113105,"Bánh đa, bún, phở",Bún ngan măng khô,Rice vermicelli with duck and dried bamboo shoots,630.1,Kcal,29.7,32.1,55.6
67,15,HAN-113005,"Bánh đa, bún, phở",Bún ngan măng tươi,Rice vermicelli with duck and fresh bamboo shoots,601.2,Kcal,31.1,29.2,53.5
68,1,HAN-113017,"Bánh đa, bún, phở",Bún nem cua bể,Rice vermicelli with Hai Phong-style crab spring rolls,596.3,Kcal,13.4,7.1,119.7
68,2,HAN-111029,"Bánh đa, bún, phở","Bún đậu mắm tôm, lòng lợn","Rice vermicelli with tofu, fermented shrimp paste, and pork offal",914.9,Kcal,42.2,36,105.7
68,3,HAN-111005,"Bánh đa, bún, phở",Bún chả rươi,Vermicelli with grilled rươi patties,719.8,Kcal,50.2,24,75.9
68,4,VPF-000005,Cơm các loại,"Cơm suất văn phòng ( Thịt nạc vai, đậu phụ)",Office Set Meal (Pork Shoulder & Tofu),759,Kcal,29.9,,100.7
68,5,VPF-000004,Cơm các loại,Cơm rang thập cẩm,Mixed Fried Rice,623,Kcal,19.9,,86.6
68,6,VPF-000003,Cơm các loại,Cơn hến,Baby Clam Rice,291,Kcal,18,,40.1
68,7,VPF-000002,Cơm các loại,Cơm nắm,Compressed rice ball,336,Kcal,8.7,,62.2
68,8,VPF-000001,Cơm các loại,Cơm tẻ lưng bát,A small bowl of plain rice,189,Kcal,4.2,,41.9
68,9,HAN-113016,"Bánh đa, bún, phở",Bún chả,Grilled Pork with Vermicelli Noodles,1230.6,Kcal,44.8,57.5,133.5
68,10,HAN-112037,"Bánh đa, bún, phở",Bún chả nem,Rice vermicelli with grilled pork and spring rolls,1209.1,Kcal,40.1,62.7,121.1
68,11,HAN-113033,"Bánh đa, bún, phở",Bún nem cá,Rice vermicelli with fish springrolls,668.2,Kcal,38.5,17.8,88.5
68,12,HAN-112017,"Bánh đa, bún, phở",Bún bò Nam Bộ,Southern-style Vietnamese Beef Vermicelli,457.7,Kcal,26.3,7.4,71.5
68,13,HAN-13034,"Bánh đa, bún, phở",Bún cá chấm,Rice vermicelli with fried fish and dipping broth,451.2,Kcal,37.6,4.8,64.4
68,14,HAN-112016,"Bánh đa, bún, phở",Bánh đa đỏ trộn,Red thick rice noodle mixed with meat and vegetables,550.7,Kcal,24,19.4,70.1
68,15,HAN-113002,"Bánh đa, bún, phở","Bánh đa cua, bò, giò","Red thick rice noodle soup with crab paste, beef and steamed pork-paste",480.1,Kcal,18.6,20,56.4
69,1,HAN-113094,"Bánh đa, bún, phở",Bánh đa cua trộn,Mixed crab noodle salad with rice paper,533.1,Kcal,18.6,17.5,75.3
69,2,HAN-113093,"Bánh đa, bún, phở","Bánh đa cua, giò",Red thick rice noodle soup with crab paste and steamed pork ear roll,479.1,Kcal,13.8,22.4,55.5
69,3,HAN-111030,"Bánh đa, bún, phở","Bánh đa cua, bò, mọc","Red thick rice noodle soup with crab paste, beef and meatball",749.7,Kcal,59.4,24.4,73.1
69,4,SFF-211109,Các món khác,Vịt rang me,Roasted duck with tamarind,656.2,Kcal,33.7,53.7,9.5
69,5,SFF-211114,Các món khác,Sủi dìn,Glutinous rice balls filled with mung bean patse and black sesame patse in syrup,274.8,Kcal,4.8,6.5,49.3
69,6,SFF-211093,Các món khác,Phá lấu,Offal stew,305.9,Kcal,21.6,6.1,41.3
69,7,SFF-213066,Các món khác,Nộm bò khô,Salad with dried beef and green papaya,239.7,Kcal,14.6,9.8,23
69,8,SFF-211039,Các món khác,Nem Thính,Pork ear and pork belly mixed with roasted rice powder,612.3,Kcal,44.8,25.2,51.7
69,9,SFF-213015,Các món khác,Lòng dồi sụn,Pork Cartilage blood sausages,309.3,Kcal,34,12.7,14.9
69,10,SFF-211012,Các món khác,Giá bể xào,Stir-fried Lamp Shell,308.7,Kcal,39,3.2,31.1
69,11,SFF-211098,Các món khác,Dồi sụn nướng,Roasted pig small intestine,307.1,Kcal,23.6,22.2,3.2
69,12,SFF-211068,Các món khác,Chim cút quay lá mắc mật (4 con),Roasted bird with Dalzell oliv leaves,373.7,Kcal,61,12.9,3.4
69,13,SFF-213044,"Ngao, ốc",Ốc mỡ xào ngô,Fried snail with maize seeds,420.9,Kcal,42.1,10.7,39.1
69,14,SFF-211096,"Ngao, ốc",Ốc mít luộc mắm,Boiled snail in fish sauce,158.3,Kcal,17.6,1.2,19.3
69,15,SFF-211013,"Chè, các loại giải khát",Ốc đá xào,Stir fried snail,187.6,Kcal,30.3,1.2,14
70,1,SFF-213045,"Ngao, ốc",Ốc bông xào me,Stir-fried snail with tamarind sauce,488.7,Kcal,38.6,23.8,30.1
70,2,SFF-211015,"Ngao, ốc",Ốc bông xào bơ trứng mặn,Stir-fried snail with salted butter egg yolk sauce,575.5,Kcal,19.9,40.7,32.4
70,3,SFF-213070,"Ngao, ốc",Ốc bé hấp,Steamed small snail,232.4,Kcal,36.7,2.1,16.7
70,4,SFF-213071,"Ngao, ốc",Ngao trắng hấp,Steamed white clams,226.2,Kcal,27.5,2.2,24.1
70,5,SFF-213033,"Chè, các loại giải khát",Thạch găng,Randia jelly,175.5,Kcal,5.9,0.3,37.3
70,6,SFF-213059,"Chè, các loại giải khát",Tào phớ caramen,Tofu with caramel,174,Kcal,7.5,2.7,29.9
70,7,SFF-213060,"Chè, các loại giải khát",Sữa ngô,Corn soup,123.8,Kcal,4.3,2.5,21
70,8,SFF-211035,"Chè, các loại giải khát",Sữa chua uống lá nếp,Drinkable yogurt with pandan leaves,284.2,Kcal,10.1,8.1,42.8
70,9,SFF-213008,"Chè, các loại giải khát",Sữa chua gạo tím,Yogurt with purple rice,301.8,Kcal,10.5,8.6,45.6
70,10,SFF-213063,"Chè, các loại giải khát",Kem sữa chua trân châu,Frozen yogurt with tapioca pearls,284.2,Kcal,6.4,7.5,47.8
70,11,SFF-213062,"Chè, các loại giải khát",Sữa chua kem,Frozen yogurt,117.3,Kcal,5.9,6.7,8.4
70,12,SFF-211036,"Chè, các loại giải khát",Sữa chua kem gạo tím,Yogurt ice cream with purple rice,196.1,Kcal,6.4,5.3,30.6
70,13,SFF-213009,"Chè, các loại giải khát",Sữa chua chân trâu,Yogurt with tapioca pearls,244.4,Kcal,4.5,6.1,42.8
70,14,SFF-211066,"Chè, các loại giải khát",Nước trà hoa cúc,Daisy tea,18.3,Kcal,0.1,,4.5
70,15,SFF-213058,"Chè, các loại giải khát",Kem trứng,Curtard cream,390.8,Kcal,10.4,22.1,37.5
71,1,SFF-213073,"Chè, các loại giải khát",Chè dừa dầm,Coconut dessert soup,469.8,Kcal,12.4,8.2,86.6
71,2,SFF-211057,"Chè, các loại giải khát",Chè Thái,Variety of jello and milk dessert soup,123,Kcal,4.5,2.5,20.6
71,3,SFF-213006,"Chè, các loại giải khát",Chè sầu riêng,Durian dessert soup,283.2,Kcal,5.7,1.5,61.7
71,4,SFF-211037,Giải khát,Cà phê dừa,Coconut coffee,183.6,Kcal,2.4,8,25.5
71,5,SFF-213053,Các loại bánh,Cuốn bỗng 8 cái,Lettuce roll with shrimp with vinegar dipping sauce,284.6,Kcal,25.2,6.6,31.1
71,6,SFF-211071,Các loại bánh,Bì bò,Spring roll with mixed beef and vegetables,994.4,Kcal,86.1,24.8,106.7
71,7,SFF-213011,Các loại bánh,Bánh mỳ sốt trứng cút,Banh my with sauced quail eggs,401,Kcal,24.9,16.3,37.9
71,8,SFF-211094,Các loại bánh,Bánh mỳ nướng muối ớt,Salt and pepper toast,428.9,Kcal,16.2,19.8,46.4
71,9,SFF-211073,Các loại bánh,Bánh mỳ thịt xiên mật ong,Honey baked bread with BBQ pork skewers,336.3,Kcal,14.3,19.1,26.8
71,10,SFF-211044,Các loại bánh,Bánh mỳ chảo sốt ngọt,"Banh my with egg, pate and sausage with sweet sauce served in frying pan",713.6,Kcal,24.8,30.2,85.6
71,11,SFF-211085,Các loại bánh,Bánh mì - xôi chảo,"Banh my with pate, sausage, egg and sticky rice with pandan leaves",995.8,Kcal,41.4,62.6,66.7
71,12,SFF-211072,Các loại bánh,Bánh mỳ chảo,"Banh my with beef, egg, pate and sausage served in frying pan",702.7,Kcal,33,27.8,80.1
71,13,SFF-213012,Các loại bánh,Bánh mỳ chả cá sốt cay,Banh my with fish cake in spicy sauce,177.5,Kcal,7.5,4.9,25.8
71,14,SFF-211006,Các loại bánh,Bánh cuốn trứng,Rice mixed egg pancake,537.6,Kcal,22.6,28.5,47.7
71,15,SFF-211005,Các loại bánh,Bánh cuốn nhân tôm thịt,Rice pancake rolled with pork and shrimp,475.7,Kcal,12.5,19.1,63.4
72,1,SFF-211042,"Cơm, cháo, xôi",Xôi xéo thập cẩm,"Sticky rice with mung bean patse, mixed meat and vegetables",789.9,Kcal,27.8,28.2,106.3
72,2,SFF-211041,"Cơm, cháo, xôi",Xôi xéo đùi gà sốt,Sticky rice with sauced chicken drumstick and mung bean patse,612.6,Kcal,29.5,9.2,102.9
72,3,SFF-213017,"Cơm, cháo, xôi",Xôi pate thịt,Sticky rice with braised porkbelly and pate,849.8,Kcal,32.3,21.2,132.6
72,4,SFF-211083,"Cơm, cháo, xôi",Xôi pate,Sticky rice with pate,771.6,Kcal,22.2,17,132.5
72,5,SFF-211034,"Cơm, cháo, xôi","Cơm suất (cá, tôm, sườn chua ngọt)","Set meal (fish, shrimp, sweet and sour pork ribs)",922.7,Kcal,45.4,24.5,130.2
72,6,SFF-211033,"Cơm, cháo, xôi","Cơm suất (thịt lợn, tôm)","Set meal (pork belly, shrimp)",1071.8,Kcal,53.1,28.4,150.9
72,7,SFF-211032,"Cơm, cháo, xôi","Cơm suất (thịt lợn, cá, ốc)","Set meal (pork belly,fish, snail)",978.7,Kcal,42.5,28.9,137.3
72,8,SFF-213002,"Cơm, cháo, xôi","Cơm suất (thịt gà, lợn, trứng)","Set meal (chicken, pork belly, and egg)",893.5,Kcal,48.4,17.4,135.8
72,9,SFF-211028,"Cơm, cháo, xôi","Cơm suất (tôm,ốc, thịt gà)","Set meal (shrimp, snail, and chicken)",970.3,Kcal,64.9,21.8,128.6
72,10,SFF-213003,"Cơm, cháo, xôi","Cơm suất (sườn, móng giò giả cầy)",Set meal (BBQ pork-ribs and braised pork leg),661.5,Kcal,20,5.8,132.3
72,11,SFF-211026,"Cơm, cháo, xôi",Cơm suất (ba chỉ kho),Set meal (braised pork belly),849.3,Kcal,34.2,25.8,120.2
72,12,SFF-211024,"Cơm, cháo, xôi",Cơm suất (ba chỉ rang),Set meal (fried pork belly),877.1,Kcal,36.1,22.3,133
72,13,SFF-213034,"Cơm, cháo, xôi","Cơm suất (sườn, đậu, chả lá lốt)","Set meal (porkrib, tofu, and Pork rolled with lolot leaves)",664.6,Kcal,33.3,20.6,86.6
72,14,SFF-213036,"Cơm, cháo, xôi","Cơm suất (cá, trứng, thịt)","Set meal (scad fish, egg and pork belly)",799.7,Kcal,41.7,36.7,75.7
72,15,SFF-211053,"Cơm, cháo, xôi",Cháo trai sườn,Rice congee with mussel and pork rib meat,339,Kcal,14.1,11.8,44.1
73,1,SFF-213082,"Cơm, cháo, xôi",Cháo khoái,Rice and spinach porridge with mung bean patse,195.7,Kcal,8.2,5.9,27.4
73,2,SFF-211023,"Cơm, cháo, xôi",Cháo ếch,Rice congee with frog,571.8,Kcal,66.2,4.4,66.8
73,3,SFF-213021,"Cơm, cháo, xôi",Cháo lươn cay,Spicy eel porridge,174.1,Kcal,7.1,3.1,29.5
73,4,SFF-213027,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến ngan trộn,Vermicelli mixed with goose,802.7,Kcal,40.1,43,63.9
73,5,SFF-211074,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến gà trộn,Vermicelli mixed with chicken,452.3,Kcal,18.2,12.7,66.3
73,6,SFF-211092,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ trộn,"Wheat noodle mixed with wonton, meat and vegetables",703.5,Kcal,23.6,22,102.8
73,7,SFF-211101,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ chờ thập cẩm,Wheat noodle soup with wonton and pork,613,Kcal,27.4,21.7,77
73,8,SFF-211102,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ chờ,Wheat noodle soup with wonton,645,Kcal,26.1,20.5,89
73,9,SFF-211112,"Bánh đa, bún, phở",Phở xào mềm,Stir-fried Pho,728.6,Kcal,27.3,18.3,113.7
73,10,SFF-211061,"Bánh đa, bún, phở",Phở trộn,Pho mixed with beef and vegetables,490.2,Kcal,42.2,8.5,61.3
73,11,SFF-213074,"Bánh đa, bún, phở",Phở trâu,Pho with buffalo,466.7,Kcal,43.4,10.7,49.3
73,12,SFF-213029,"Bánh đa, bún, phở",Phở gà chặt,Pho with chicken with bones,414.7,Kcal,17.9,13.5,55.4
73,13,SFF-211070,"Bánh đa, bún, phở",Bún tôm,Rice vermicelli soup with shrimp,286.8,Kcal,13.9,4,48.8
73,14,SFF-211010,"Bánh đa, bún, phở",Bún ngâm,Soft rice vermicelli soup,485.5,Kcal,21.9,9.7,77.7
73,15,SFF-211046,"Bánh đa, bún, phở",Bún gà,Rice vermicelli soup with chicken,443,Kcal,23.4,15.3,53
74,1,SFF-213048,"Bánh đa, bún, phở",Bún cua thập cẩm,Rice vermicelli soup with crab and mixed seafood,595.3,Kcal,24.2,6.9,109.1
74,2,SFF-213020,"Bánh đa, bún, phở",Bún cá chấm,Rice vermicelli soup with fried fish and broth,670.4,Kcal,34.7,16,97
74,3,SFF-211104,"Bánh đa, bún, phở",Bún cá cay Cảng,Rice vermicelli soup with spicy fried fish (Cang style),451,Kcal,20,14.5,60.1
74,4,SFF-213030,"Bánh đa, bún, phở",Bún cá cay,Rice vermicelli soup with spicy fried fish,548.8,Kcal,24.3,15.5,78.1
74,5,SFF-211001,"Bánh đa, bún, phở",Bún bò nhừ,Rice vermicelli soup with Beef stew,803.3,Kcal,60.9,19.8,95.1
74,6,SFF-213019,"Bánh đa, bún, phở",Bún mắm,Rice vermicelli in fermented fish soup,471.8,Kcal,22.5,16.1,59.3
74,7,SFF-213069,"Bánh đa, bún, phở",Bánh đa ngan,Thick rice noodle soup with goose Hai Phong style,534.1,Kcal,23.2,24.2,55.8
74,8,SFF-211055,"Bánh đa, bún, phở",Bánh đa bò nhừ,Thick rice noodle soup with Beef stew Hai Phong style,545.6,Kcal,51.5,5.9,71.5
74,9,SFF-122012,Các món khác,Trứng ngải cứu,Mugwort fried eggs,269.8,Kcal,16.9,16.9,6.4
74,10,SFF-122009,Các món khác,Quả cóc dầm,Pickled ambarella with chilli powder,217,Kcal,6.3,,48
74,11,SFF-121080,Các món khác,Quẩy đường (5 cái),Wheat fritters twisted fried,267.5,Kcal,6.7,9.1,39.7
74,12,SFF-123024,Các món khác,Pho mai que chiên 2 cái,Deep fried cheese sticks (2 pieces),341.8,Kcal,14.4,25.1,14.6
74,13,SFF-123051,Các món khác,Ngô nướng,Grilled Corn on the,400.6,Kcal,8.2,4.6,81.6
74,14,SFF-121084,Các món khác,Mực viên chiên đường phố (5 cái),Fried squid balls on the street (5 pieces),146.9,Kcal,5.6,9.8,9.1
74,15,SFF-122070,Các món khác,Kẹo bông gòn,Candy floss,99.3,Kcal,,,24.8
75,1,SFF-122016,Các món khác,Củ dong luộc,Boiled arrowroot,287.8,Kcal,3.1,,68.8
75,2,SFF-121083,Các món khác,Cá viên chiên đường phố (5 cái),Fried fish balls on the street (5 pieces),203.5,Kcal,5.7,15.5,10.3
75,3,SFF-121077,Các món khác,Bỏng ngô,Popcorn,262.2,Kcal,5.9,1.1,57.3
75,4,SFF-121078,Các món khác,Bánh bỏng ngô mật,Molasses popcorn,195,Kcal,2.9,0.5,44.7
75,5,SFF-121079,Các món khác,Bánh bỏng gạo,Poprice cake,398.9,Kcal,6,0.7,92.2
75,6,SFF-121028,"Chè, các loại giải khát",Tào phớ thập cẩm,Tofu with tapioca pearls and jelly,236.9,Kcal,6.6,6.9,37.1
75,7,SFF-122021,"Chè, các loại giải khát",Nước mía chanh leo,Nước mía chanh leo,256.3,Kcal,0.3,0.1,63.7
75,8,SFF-123029,"Chè, các loại giải khát",Nước chanh leo,Passion fruit juice,66,Kcal,0.5,0.2,15.6
75,9,SFF-122060,"Chè, các loại giải khát",Hoa quả dầm,Mixed fruit with condensed milk,257.8,Kcal,5.5,5.1,47.5
75,10,SFF-121003,"Chè, các loại giải khát",Chè thập cẩm,Mixed bean dessert soup,593.2,Kcal,20.7,16.8,89.8
75,11,SFF-121002,"Chè, các loại giải khát",Chè đỗ xanh trân châu,Mung bean dessert soup with tapioca pearls,388.7,Kcal,10.3,10.6,63
