source,source_id,name_vi,name_en,category,nang_luong_kcal,chat_dam_g,chat_beo_g,chat_bot_duong_g,vitamin_a_mcg,beta_carotene_mcg,vitamin_c_mg,calcium_mg,iron_mg,zinc_mg,sodium_mg,cholesterol_mg,magnesium_mg,transfat_mg,canonical_name_en,alias_vi,source_priority,match_type,confidence_score,canonical_key,is_estimated
Kaggle,5457,,"Wheat flour, enriched, bleached, 15% protein, white (industrial)",Khác,362.0,15.33,1.4,69.88,0.0,0.0,0.0,17.0,5.06,1.16,2.0,0.0,38.0,0.0,"Wheat flour, enriched, bleached, 15% protein, white (industrial)",,2,kaggle_new_only,0.65,"wheat flour, enriched, bleached, 15% protein, white (industrial)",False
Kaggle,5458,,"Light Ice Cream, blended with milk chocolate candies, soft serve",Sữa và chế phẩm,182.0,4.02,6.5,26.82,31.0,5.0,0.9,135.0,0.27,0.54,54.0,16.0,17.0,16.0,"Light Ice Cream, blended with milk chocolate candies, soft serve",,2,kaggle_new_only,0.65,"light ice cream, blended with milk chocolate candies, soft serve",False
Kaggle,5459,,"Chicken, stewed, cooked, meat and skin, wing, broilers or fryers",Gia cầm,249.0,22.78,17.0,0.0,40.0,0.0,0.0,12.0,1.13,1.63,67.0,70.0,16.0,70.0,"Chicken, stewed, cooked, meat and skin, wing, broilers or fryers",,2,kaggle_new_only,0.65,"chicken, stewed, cooked, meat and skin, wing, broilers or fryers",False
Kaggle,5460,,"Pork, unheated, separable lean and fat, center slice, ham, cured",Thịt đỏ,203.0,20.17,13.0,0.05,0.0,0.0,0.0,7.0,0.75,1.88,1386.0,54.0,16.0,54.0,"Pork, unheated, separable lean and fat, center slice, ham, cured",,2,kaggle_new_only,0.65,"pork, unheated, separable lean and fat, center slice, ham, cured",False
Kaggle,5461,,"Fast foods, regular patty; with condiments, cheeseburger; double",Sữa và chế phẩm,282.0,16.24,16.0,17.97,44.0,51.0,2.9,150.0,2.35,2.77,617.0,50.0,21.0,50.0,"Fast foods, regular patty; with condiments, cheeseburger; double",,2,kaggle_new_only,0.65,"fast foods, regular patty; with condiments, cheeseburger; double",False
Kaggle,5462,,"Fast Food, thin crust, pepperoni topping, 14"" pizza, Pizza Chain",Rau củ,331.0,14.01,18.0,29.0,70.0,94.0,2.0,216.0,1.95,1.64,875.0,37.0,25.0,37.0,"Fast Food, thin crust, pepperoni topping, 14"" pizza, Pizza Chain",,2,kaggle_new_only,0.65,"fast food, thin crust, pepperoni topping, 14"" pizza, pizza chain",False
Kaggle,5463,,"Fast foods, meatball marinara on white bread, submarine sandwich",Tinh bột,219.0,9.77,8.5,26.01,15.0,175.0,0.4,176.0,2.32,1.19,437.0,15.0,29.0,15.0,"Fast foods, meatball marinara on white bread, submarine sandwich",,2,kaggle_new_only,0.65,"fast foods, meatball marinara on white bread, submarine sandwich",False
Kaggle,5464,,"Beef, raw, separable lean only, striploin, imported, New Zealand",Thịt đỏ,150.0,20.93,7.0,0.74,12.0,0.0,0.0,4.0,1.61,2.76,47.0,54.0,20.0,54.0,"Beef, raw, separable lean only, striploin, imported, New Zealand",,2,kaggle_new_only,0.65,"beef, raw, separable lean only, striploin, imported, new zealand",False
Kaggle,5465,,"Beef, fast roasted, cooked, ribs prepared, imported, New Zealand",Thịt đỏ,197.0,27.23,9.7,0.09,9.0,0.0,0.0,18.0,2.21,4.9,58.0,69.0,22.0,69.0,"Beef, fast roasted, cooked, ribs prepared, imported, New Zealand",,2,kaggle_new_only,0.65,"beef, fast roasted, cooked, ribs prepared, imported, new zealand",False
Kaggle,5466,,"Beverages, ready-to-drink, nutritional drink, Boost plus, NESTLE",Khác,138.0,5.38,5.4,17.29,84.0,144.0,23.1,135.0,1.73,1.73,77.0,4.0,38.0,4.0,"Beverages, ready-to-drink, nutritional drink, Boost plus, NESTLE",,2,kaggle_new_only,0.65,"beverages, ready-to-drink, nutritional drink, boost plus, nestle",False
Kaggle,5467,,"Soup, prepared with equal volume water, canned, turkey vegetable",Gia cầm,30.0,1.28,1.3,3.58,51.0,0.0,0.0,7.0,0.32,0.25,376.0,1.0,2.0,1.0,"Soup, prepared with equal volume water, canned, turkey vegetable",,2,kaggle_new_only,0.65,"soup, prepared with equal volume water, canned, turkey vegetable",False
Kaggle,5468,,"Snacks, nacho cheese, made with olestra, low fat, tortilla chips",Sữa và chế phẩm,318.0,8.44,3.5,65.22,9.0,107.0,5.5,128.0,4.8,3.4,705.0,2.0,99.0,2.0,"Snacks, nacho cheese, made with olestra, low fat, tortilla chips",,2,kaggle_new_only,0.65,"snacks, nacho cheese, made with olestra, low fat, tortilla chips",False
Kaggle,5469,,"Puddings, prepared with 2% milk, instant, dry mix, coconut cream",Sữa và chế phẩm,107.0,2.9,2.3,19.2,45.0,0.0,0.8,102.0,0.15,0.33,246.0,6.0,14.0,6.0,"Puddings, prepared with 2% milk, instant, dry mix, coconut cream",,2,kaggle_new_only,0.65,"puddings, prepared with 2% milk, instant, dry mix, coconut cream",False
Kaggle,5470,,"Game meat, raw, separable lean only, shoulder clod, chuck, bison",Khác,119.0,21.12,3.2,0.0,0.0,0.0,0.0,5.0,2.88,5.27,62.0,64.0,24.0,64.0,"Game meat, raw, separable lean only, shoulder clod, chuck, bison",,2,kaggle_new_only,0.65,"game meat, raw, separable lean only, shoulder clod, chuck, bison",False
Kaggle,5471,,"Beef, raw, separable lean only, hind shin, imported, New Zealand",Thịt đỏ,114.0,21.46,3.1,0.0,6.0,0.0,0.0,4.0,2.04,3.86,63.0,56.0,21.0,56.0,"Beef, raw, separable lean only, hind shin, imported, New Zealand",,2,kaggle_new_only,0.65,"beef, raw, separable lean only, hind shin, imported, new zealand",False
Kaggle,5472,,"LITTLE CAESARS 14"" Original Round Pepperoni Pizza, Regular Crust",Rau củ,273.0,13.59,11.0,31.01,71.0,0.0,0.0,210.0,2.34,1.66,518.0,28.0,28.0,28.0,"LITTLE CAESARS 14"" Original Round Pepperoni Pizza, Regular Crust",,2,kaggle_new_only,0.65,"little caesars 14"" original round pepperoni pizza, regular crust",False
Kaggle,5473,,"Veal, grilled, cooked, separable lean only, blade chop, shoulder",Thịt đỏ,159.0,27.33,5.5,0.0,0.0,0.0,0.0,21.0,1.65,5.07,113.0,77.0,34.0,77.0,"Veal, grilled, cooked, separable lean only, blade chop, shoulder",,2,kaggle_new_only,0.65,"veal, grilled, cooked, separable lean only, blade chop, shoulder",False
Kaggle,5474,,"Cereals ready-to-eat, KELLOGG'S MARSHMALLOW FROOT LOOPS, KELLOGG",Khác,376.0,4.59,2.8,89.3,507.0,19.0,52.0,9.0,15.5,5.19,393.0,0.0,25.0,0.0,"Cereals ready-to-eat, KELLOGG'S MARSHMALLOW FROOT LOOPS, KELLOGG",,2,kaggle_new_only,0.65,"cereals ready-to-eat, kellogg's marshmallow froot loops, kellogg",False
Kaggle,5475,,"Veal, grilled, cooked, boneless, cutlet, cap off, top round, leg",Thịt đỏ,151.0,31.89,2.6,0.0,0.0,0.0,0.0,6.0,1.39,3.29,88.0,72.0,38.0,72.0,"Veal, grilled, cooked, boneless, cutlet, cap off, top round, leg",,2,kaggle_new_only,0.65,"veal, grilled, cooked, boneless, cutlet, cap off, top round, leg",False
Kaggle,5476,,"Peas, with salt, drained, boiled, cooked, sprouted, mature seeds",Hạt,98.0,7.05,0.5,17.08,5.0,0.0,6.6,26.0,1.67,0.78,239.0,0.0,41.0,0.0,"Peas, with salt, drained, boiled, cooked, sprouted, mature seeds",,2,kaggle_new_only,0.65,"peas, with salt, drained, boiled, cooked, sprouted, mature seeds",False
Kaggle,5477,,"Cookies, special dietary, with creme filling, chocolate sandwich",Khác,461.0,4.5,22.0,68.0,1.0,0.0,0.0,98.0,4.72,0.58,342.0,0.0,26.0,0.0,"Cookies, special dietary, with creme filling, chocolate sandwich",,2,kaggle_new_only,0.65,"cookies, special dietary, with creme filling, chocolate sandwich",False
Kaggle,5478,,"Potatoes, with salt, flesh and skin, in skin, cooked, microwaved",Tinh bột,105.0,2.44,0.1,24.24,0.0,0.0,15.1,11.0,1.24,0.36,244.0,0.0,27.0,0.0,"Potatoes, with salt, flesh and skin, in skin, cooked, microwaved",,2,kaggle_new_only,0.65,"potatoes, with salt, flesh and skin, in skin, cooked, microwaved",False
Kaggle,5479,,"Cake, home baked style, Panque Casero, BIMBO Bakeries USA, pound",Khác,418.0,6.62,22.0,48.94,0.0,0.0,0.0,52.0,1.51,0.59,357.0,0.0,13.0,0.0,"Cake, home baked style, Panque Casero, BIMBO Bakeries USA, pound",,2,kaggle_new_only,0.65,"cake, home baked style, panque casero, bimbo bakeries usa, pound",False
Kaggle,5480,,"Veal, raw, separable lean only, bone-in, hind, shank, Australian",Thịt đỏ,122.0,20.37,4.5,0.0,0.0,0.0,0.0,17.0,3.08,0.0,98.0,59.0,0.0,59.0,"Veal, raw, separable lean only, bone-in, hind, shank, Australian",,2,kaggle_new_only,0.65,"veal, raw, separable lean only, bone-in, hind, shank, australian",False
Kaggle,5481,,"Soymilk, vitamins A and D, with added calcium, nonfat, chocolate",Sữa và chế phẩm,44.0,2.47,0.0,8.51,61.0,2.0,0.0,116.0,0.35,0.1,57.0,0.0,10.0,0.0,"Soymilk, vitamins A and D, with added calcium, nonfat, chocolate",,2,kaggle_new_only,0.65,"soymilk, vitamins a and d, with added calcium, nonfat, chocolate",False
Kaggle,5482,,"DIGIORNO Pizza, baked, frozen, thin crispy crust, cheese topping",Sữa và chế phẩm,247.0,12.96,9.9,26.47,64.0,0.0,0.1,275.0,0.68,1.8,506.0,21.0,27.0,21.0,"DIGIORNO Pizza, baked, frozen, thin crispy crust, cheese topping",,2,kaggle_new_only,0.65,"digiorno pizza, baked, frozen, thin crispy crust, cheese topping",False
Kaggle,5483,,"Babyfood, strained, with applesauce and bananas, oatmeal, cereal",Trái cây,74.0,1.3,0.7,15.4,2.0,13.0,21.8,9.0,5.65,0.35,3.0,0.0,11.0,0.0,"Babyfood, strained, with applesauce and bananas, oatmeal, cereal",,2,kaggle_new_only,0.65,"babyfood, strained, with applesauce and bananas, oatmeal, cereal",False
Kaggle,5484,,"Milk, without added vitamin A and vitamin D, evaporated, canned",Sữa và chế phẩm,135.0,6.81,7.6,10.04,65.0,15.0,1.9,261.0,0.19,0.77,106.0,29.0,24.0,29.0,"Milk, without added vitamin A and vitamin D, evaporated, canned",,2,kaggle_new_only,0.65,"milk, without added vitamin a and vitamin d, evaporated, canned",False
Kaggle,5485,,"French toast, made with low fat (2%) milk, prepared from recipe",Sữa và chế phẩm,229.0,7.7,11.0,25.0,124.0,66.0,0.3,100.0,1.67,0.67,479.0,116.0,17.0,116.0,"French toast, made with low fat (2%) milk, prepared from recipe",,2,kaggle_new_only,0.65,"french toast, made with low fat (2%) milk, prepared from recipe",False
Kaggle,5486,,"Cereals ready-to-eat, CHOCO ZUCARITAS, KELLOGG'S FROSTED FLAKES",Khác,387.0,5.1,3.5,85.1,0.0,0.0,20.0,7.0,15.0,0.8,515.0,0.0,36.0,0.0,"Cereals ready-to-eat, CHOCO ZUCARITAS, KELLOGG'S FROSTED FLAKES",,2,kaggle_new_only,0.65,"cereals ready-to-eat, choco zucaritas, kellogg's frosted flakes",False
Kaggle,5487,,"Salmon, without skin and bones, drained solids, canned, sockeye",Hải sản,158.0,26.33,5.9,0.0,56.0,0.0,0.0,37.0,0.48,0.58,386.0,66.0,24.0,66.0,"Salmon, without skin and bones, drained solids, canned, sockeye",,2,kaggle_new_only,0.65,"salmon, without skin and bones, drained solids, canned, sockeye",False
Kaggle,5488,,"Broccoli, without salt, drained, boiled, cooked, spears, frozen",Rau củ,28.0,3.1,0.1,5.36,51.0,597.0,40.1,51.0,0.61,0.3,24.0,0.0,20.0,0.0,"Broccoli, without salt, drained, boiled, cooked, spears, frozen",,2,kaggle_new_only,0.65,"broccoli, without salt, drained, boiled, cooked, spears, frozen",False
Kaggle,5489,,"Doughnuts, plain (includes unsugared, old-fashioned), cake-type",Hạt,434.0,5.31,25.0,47.06,4.0,1.0,0.0,40.0,2.53,0.5,477.0,10.0,17.0,10.0,"Doughnuts, plain (includes unsugared, old-fashioned), cake-type",,2,kaggle_new_only,0.65,"doughnuts, plain (includes unsugared, old-fashioned), cake-type",False
Kaggle,5490,,"Chicken, stewed, cooked, meat and skin, leg, broilers or fryers",Gia cầm,220.0,24.17,13.0,0.0,37.0,0.0,0.0,11.0,1.35,2.43,73.0,84.0,20.0,84.0,"Chicken, stewed, cooked, meat and skin, leg, broilers or fryers",,2,kaggle_new_only,0.65,"chicken, stewed, cooked, meat and skin, leg, broilers or fryers",False
Kaggle,5491,,"Seeds, from raw and stone ground kernels, tahini, sesame butter",Hạt,570.0,17.81,48.0,26.19,3.0,0.0,0.0,420.0,2.51,4.64,74.0,0.0,96.0,0.0,"Seeds, from raw and stone ground kernels, tahini, sesame butter",,2,kaggle_new_only,0.65,"seeds, from raw and stone ground kernels, tahini, sesame butter",False
Kaggle,5492,,"Bread, made with low fat (2%) milk, prepared from recipe, white",Tinh bột,285.0,7.9,5.7,49.6,22.0,0.0,0.2,57.0,2.97,0.64,359.0,3.0,19.0,3.0,"Bread, made with low fat (2%) milk, prepared from recipe, white",,2,kaggle_new_only,0.65,"bread, made with low fat (2%) milk, prepared from recipe, white",False
Kaggle,5493,,"Cereals ready-to-eat, POST GREAT GRAINS Cranberry Almond Crunch",Khác,384.0,8.9,5.9,76.6,467.0,5.0,25.0,40.0,3.8,3.1,214.0,0.0,89.0,0.0,"Cereals ready-to-eat, POST GREAT GRAINS Cranberry Almond Crunch",,2,kaggle_new_only,0.65,"cereals ready-to-eat, post great grains cranberry almond crunch",False
Kaggle,5494,,"Popcorn, made with palm oil, regular (butter) flavor, microwave",Tinh bột,535.0,8.38,30.0,57.26,9.0,50.0,0.0,23.0,2.06,2.32,763.0,0.0,110.0,0.0,"Popcorn, made with palm oil, regular (butter) flavor, microwave",,2,kaggle_new_only,0.65,"popcorn, made with palm oil, regular (butter) flavor, microwave",False
Kaggle,5495,,"NABISCO, NABISCO SNACKWELL'S Fat Free Devil's Food Cookie Cakes",Khác,305.0,5.0,1.1,74.25,0.0,0.0,0.1,30.0,2.78,0.46,174.0,0.0,25.0,0.0,"NABISCO, NABISCO SNACKWELL'S Fat Free Devil's Food Cookie Cakes",,2,kaggle_new_only,0.65,"nabisco, nabisco snackwell's fat free devil's food cookie cakes",False
Kaggle,5496,,"Cereals ready-to-eat, Blueberry MUFFIN TOPS Cereal, MALT-O-MEAL",Trái cây,443.0,4.9,11.0,79.91,500.0,0.0,25.0,338.0,34.29,14.68,462.0,0.0,38.0,0.0,"Cereals ready-to-eat, Blueberry MUFFIN TOPS Cereal, MALT-O-MEAL",,2,kaggle_new_only,0.65,"cereals ready-to-eat, blueberry muffin tops cereal, malt-o-meal",False
Kaggle,5497,,"Beans, with salt, drained, boiled, cooked, frozen, yellow, snap",Khác,28.0,1.49,0.2,6.45,6.0,60.0,4.1,49.0,0.88,0.48,245.0,0.0,24.0,0.0,"Beans, with salt, drained, boiled, cooked, frozen, yellow, snap",,2,kaggle_new_only,0.65,"beans, with salt, drained, boiled, cooked, frozen, yellow, snap",False
Kaggle,5498,,"Pizza, cooked, frozen, rising crust, meat and vegetable topping",Khác,271.0,12.63,12.0,28.78,68.0,92.0,4.2,155.0,1.36,1.87,640.0,19.0,27.0,19.0,"Pizza, cooked, frozen, rising crust, meat and vegetable topping",,2,kaggle_new_only,0.65,"pizza, cooked, frozen, rising crust, meat and vegetable topping",False
Kaggle,5499,,"Cereals, dry, Hearty Honey & Cinnamon, KASHI GO LEAN Hot Cereal",Khác,367.0,18.39,5.3,68.0,0.0,0.0,1.0,66.0,3.7,0.89,273.0,0.0,68.0,0.0,"Cereals, dry, Hearty Honey & Cinnamon, KASHI GO LEAN Hot Cereal",,2,kaggle_new_only,0.65,"cereals, dry, hearty honey & cinnamon, kashi go lean hot cereal",False
Kaggle,5500,,"Pork, raw, separable lean and fat, shank half, leg (ham), fresh",Thịt đỏ,193.0,19.87,12.0,0.0,6.0,0.0,0.0,12.0,0.69,2.02,84.0,67.0,19.0,67.0,"Pork, raw, separable lean and fat, shank half, leg (ham), fresh",,2,kaggle_new_only,0.65,"pork, raw, separable lean and fat, shank half, leg (ham), fresh",False
Kaggle,5501,,"Crackers, unsalted tops (includes oyster, soda, soup), saltines",Khác,434.0,9.2,12.0,71.5,0.0,0.0,0.0,119.0,5.4,0.77,766.0,0.0,27.0,0.0,"Crackers, unsalted tops (includes oyster, soda, soup), saltines",,2,kaggle_new_only,0.65,"crackers, unsalted tops (includes oyster, soda, soup), saltines",False
Kaggle,5502,,"Rice, with salt, unenriched, cooked, regular, long-grain, white",Tinh bột,130.0,2.69,0.3,28.17,0.0,0.0,0.0,10.0,0.2,0.49,382.0,0.0,12.0,0.0,"Rice, with salt, unenriched, cooked, regular, long-grain, white",,2,kaggle_new_only,0.65,"rice, with salt, unenriched, cooked, regular, long-grain, white",False
Kaggle,5503,,"Soybeans, with salt, stir-fried, cooked, sprouted, mature seeds",Hạt,125.0,13.1,7.1,9.4,1.0,0.0,12.0,82.0,0.4,2.1,250.0,0.0,96.0,0.0,"Soybeans, with salt, stir-fried, cooked, sprouted, mature seeds",,2,kaggle_new_only,0.65,"soybeans, with salt, stir-fried, cooked, sprouted, mature seeds",False
Kaggle,5504,,"Winged bean, with salt, drained, boiled, cooked, immature seeds",Hạt,37.0,5.31,0.7,3.21,4.0,0.0,9.8,61.0,1.09,0.28,240.0,0.0,30.0,0.0,"Winged bean, with salt, drained, boiled, cooked, immature seeds",,2,kaggle_new_only,0.65,"winged bean, with salt, drained, boiled, cooked, immature seeds",False
Kaggle,5505,,"Soup, prepared with equal volume milk, canned, cream of chicken",Gia cầm,77.0,3.01,4.6,6.04,0.0,0.0,0.5,73.0,0.27,0.27,362.0,11.0,7.0,11.0,"Soup, prepared with equal volume milk, canned, cream of chicken",,2,kaggle_new_only,0.65,"soup, prepared with equal volume milk, canned, cream of chicken",False
Kaggle,5506,,"Squash, without salt, boiled, cooked, frozen, butternut, winter",Sữa và chế phẩm,39.0,1.23,0.1,10.05,167.0,0.0,3.5,19.0,0.58,0.12,2.0,0.0,9.0,0.0,"Squash, without salt, boiled, cooked, frozen, butternut, winter",,2,kaggle_new_only,0.65,"squash, without salt, boiled, cooked, frozen, butternut, winter",False
Kaggle,5507,,"Beverages, yellow green colored citrus soft drink with caffeine",Khác,49.0,0.0,0.0,12.83,0.0,0.0,0.0,13.0,0.02,0.0,18.0,0.0,3.0,0.0,"Beverages, yellow green colored citrus soft drink with caffeine",,2,kaggle_new_only,0.65,"beverages, yellow green colored citrus soft drink with caffeine",False
Kaggle,5508,,"Pokeberry shoots, without salt, drained, boiled, cooked, (poke)",Khác,20.0,2.3,0.4,3.1,435.0,5220.0,82.0,53.0,1.2,0.19,18.0,0.0,14.0,0.0,"Pokeberry shoots, without salt, drained, boiled, cooked, (poke)",,2,kaggle_new_only,0.65,"pokeberry shoots, without salt, drained, boiled, cooked, (poke)",False
Kaggle,5509,,"Cereals ready-to-eat, CHOCOLATE MARSHMALLOW MATEYS, MALT-O-MEAL",Khác,392.0,3.5,3.7,88.18,0.0,0.0,16.0,267.0,24.0,10.0,368.0,0.0,30.0,0.0,"Cereals ready-to-eat, CHOCOLATE MARSHMALLOW MATEYS, MALT-O-MEAL",,2,kaggle_new_only,0.65,"cereals ready-to-eat, chocolate marshmallow mateys, malt-o-meal",False
Kaggle,5510,,"Nuts, without salt added, with peanuts, dry roasted, mixed nuts",Hạt,607.0,19.5,54.0,22.42,0.0,2.0,0.8,87.0,3.73,4.06,4.0,0.0,227.0,0.0,"Nuts, without salt added, with peanuts, dry roasted, mixed nuts",,2,kaggle_new_only,0.65,"nuts, without salt added, with peanuts, dry roasted, mixed nuts",False
Kaggle,5511,,"Nuts, without salt added, with peanuts, oil roasted, mixed nuts",Hạt,607.0,20.04,54.0,21.05,0.0,2.0,0.5,117.0,2.61,3.36,5.0,0.0,229.0,0.0,"Nuts, without salt added, with peanuts, oil roasted, mixed nuts",,2,kaggle_new_only,0.65,"nuts, without salt added, with peanuts, oil roasted, mixed nuts",False
Kaggle,5512,,"Potatoes, whole milk and margarine added, home-prepared, mashed",Tinh bột,113.0,1.96,4.2,16.94,44.0,30.0,10.5,21.0,0.26,0.3,333.0,1.0,19.0,1.0,"Potatoes, whole milk and margarine added, home-prepared, mashed",,2,kaggle_new_only,0.65,"potatoes, whole milk and margarine added, home-prepared, mashed",False
Kaggle,5513,,"Sandwich spread, unspecified oils, regular, with chopped pickle",Khác,389.0,0.9,34.0,22.4,22.0,94.0,0.0,14.0,0.2,0.81,1000.0,76.0,2.0,76.0,"Sandwich spread, unspecified oils, regular, with chopped pickle",,2,kaggle_new_only,0.65,"sandwich spread, unspecified oils, regular, with chopped pickle",False
Kaggle,5514,,"Soup, prepared with equal volume water, canned, cream of shrimp",Hải sản,36.0,1.11,2.1,3.27,16.0,0.0,0.0,9.0,0.21,0.3,391.0,7.0,4.0,7.0,"Soup, prepared with equal volume water, canned, cream of shrimp",,2,kaggle_new_only,0.65,"soup, prepared with equal volume water, canned, cream of shrimp",False
Kaggle,5515,,"Soup, prepared with equal volume water, canned, cream of potato",Tinh bột,30.0,0.72,1.0,4.7,29.0,0.0,0.0,8.0,0.2,0.26,238.0,2.0,1.0,2.0,"Soup, prepared with equal volume water, canned, cream of potato",,2,kaggle_new_only,0.65,"soup, prepared with equal volume water, canned, cream of potato",False
Kaggle,5516,,"Cereals ready-to-eat, PEANUT BUTTER TOAST CRUNCH, GENERAL MILLS",Sữa và chế phẩm,410.0,8.19,9.8,76.19,0.0,0.0,19.4,323.0,14.5,14.5,452.0,0.0,52.0,0.0,"Cereals ready-to-eat, PEANUT BUTTER TOAST CRUNCH, GENERAL MILLS",,2,kaggle_new_only,0.65,"cereals ready-to-eat, peanut butter toast crunch, general mills",False
Kaggle,5517,,"Cereals, reduced sugar, Cinnamon Spice, Instant Oatmeal, QUAKER",Khác,358.0,11.26,6.1,69.45,0.0,0.0,0.3,313.0,12.0,2.62,760.0,0.0,116.0,0.0,"Cereals, reduced sugar, Cinnamon Spice, Instant Oatmeal, QUAKER",,2,kaggle_new_only,0.65,"cereals, reduced sugar, cinnamon spice, instant oatmeal, quaker",False
Kaggle,5518,,"Cereals ready-to-eat, original spoon-size, Shredded Wheat, POST",Khác,351.0,11.8,2.1,81.4,0.0,0.0,0.0,58.0,2.5,3.05,2.0,0.0,133.0,0.0,"Cereals ready-to-eat, original spoon-size, Shredded Wheat, POST",,2,kaggle_new_only,0.65,"cereals ready-to-eat, original spoon-size, shredded wheat, post",False
Kaggle,5519,,"MARTHA WHITE FOODS, dry, Martha White's Chewy Fudge Brownie Mix",Khác,407.0,4.42,6.2,83.58,0.0,0.0,0.0,17.0,3.81,0.26,457.0,0.0,0.0,0.0,"MARTHA WHITE FOODS, dry, Martha White's Chewy Fudge Brownie Mix",,2,kaggle_new_only,0.65,"martha white foods, dry, martha white's chewy fudge brownie mix",False
Kaggle,5520,,"Pork, roasted, cooked, separable lean and fat, spareribs, fresh",Thịt đỏ,361.0,20.89,31.0,0.0,0.0,0.0,0.0,19.0,1.43,3.26,91.0,105.0,18.0,105.0,"Pork, roasted, cooked, separable lean and fat, spareribs, fresh",,2,kaggle_new_only,0.65,"pork, roasted, cooked, separable lean and fat, spareribs, fresh",False
Kaggle,5521,,"CAMPBELL'S Red and White, condensed, Chicken and Dumplings Soup",Gia cầm,56.0,2.38,2.0,7.94,0.0,0.0,0.0,0.0,0.29,0.0,603.0,8.0,0.0,8.0,"CAMPBELL'S Red and White, condensed, Chicken and Dumplings Soup",,2,kaggle_new_only,0.65,"campbell's red and white, condensed, chicken and dumplings soup",False
Kaggle,5522,,"Beef, boiled, cooked, manufacturing beef, imported, New Zealand",Thịt đỏ,126.0,24.21,3.3,0.0,8.0,0.0,0.0,6.0,1.78,5.02,32.0,67.0,16.0,67.0,"Beef, boiled, cooked, manufacturing beef, imported, New Zealand",,2,kaggle_new_only,0.65,"beef, boiled, cooked, manufacturing beef, imported, new zealand",False
Kaggle,5523,,"Cereals ready-to-eat, with almonds, HONEY BUNCHES OF OATS, POST",Hạt,409.0,7.7,7.3,79.6,680.0,43.0,0.0,35.0,33.8,0.9,417.0,0.0,61.0,0.0,"Cereals ready-to-eat, with almonds, HONEY BUNCHES OF OATS, POST",,2,kaggle_new_only,0.65,"cereals ready-to-eat, with almonds, honey bunches of oats, post",False
Kaggle,5524,,"Potatoes, unprepared, extruded, par fried, french fried, frozen",Tinh bột,260.0,2.83,15.0,30.15,0.0,0.0,6.3,9.0,1.32,0.33,490.0,0.0,18.0,0.0,"Potatoes, unprepared, extruded, par fried, french fried, frozen",,2,kaggle_new_only,0.65,"potatoes, unprepared, extruded, par fried, french fried, frozen",False
Kaggle,5525,,"Puddings, prepared with whole milk, instant, dry mix, chocolate",Sữa và chế phẩm,111.0,3.1,3.1,18.8,26.0,24.0,0.9,102.0,0.29,0.42,284.0,11.0,18.0,11.0,"Puddings, prepared with whole milk, instant, dry mix, chocolate",,2,kaggle_new_only,0.65,"puddings, prepared with whole milk, instant, dry mix, chocolate",False
Kaggle,5526,,"Puddings, prepared with whole milk, regular, dry mix, chocolate",Sữa và chế phẩm,120.0,3.16,3.2,19.64,39.0,6.0,0.0,106.0,0.34,0.48,98.0,9.0,20.0,9.0,"Puddings, prepared with whole milk, regular, dry mix, chocolate",,2,kaggle_new_only,0.65,"puddings, prepared with whole milk, regular, dry mix, chocolate",False
Kaggle,5527,,"Cereals, dry, unenriched, regular and quick, yellow, corn grits",Tinh bột,371.0,8.8,1.2,79.6,11.0,97.0,0.0,2.0,1.0,0.41,1.0,0.0,27.0,0.0,"Cereals, dry, unenriched, regular and quick, yellow, corn grits",,2,kaggle_new_only,0.65,"cereals, dry, unenriched, regular and quick, yellow, corn grits",False
Kaggle,5528,,"Veal, raw, separable lean only, whole (arm and blade), shoulder",Thịt đỏ,112.0,19.79,3.0,0.0,0.0,0.0,0.0,22.0,0.9,4.06,92.0,86.0,24.0,86.0,"Veal, raw, separable lean only, whole (arm and blade), shoulder",,2,kaggle_new_only,0.65,"veal, raw, separable lean only, whole (arm and blade), shoulder",False
Kaggle,5529,,"Soup, prepared with equal volume water, canned, cream of celery",Khác,37.0,0.68,2.3,3.62,0.0,0.0,0.1,16.0,0.26,0.06,254.0,6.0,3.0,6.0,"Soup, prepared with equal volume water, canned, cream of celery",,2,kaggle_new_only,0.65,"soup, prepared with equal volume water, canned, cream of celery",False
Kaggle,5530,,"Cereals ready-to-eat, Caramel Delight, FIBER ONE, GENERAL MILLS",Khác,344.0,5.8,5.8,82.69,298.0,5.0,12.0,200.0,28.79,7.5,470.0,0.0,64.0,0.0,"Cereals ready-to-eat, Caramel Delight, FIBER ONE, GENERAL MILLS",,2,kaggle_new_only,0.65,"cereals ready-to-eat, caramel delight, fiber one, general mills",False
Kaggle,5531,,"CAMPBELL'S Red and White, condensed, Creamy Chicken Noodle Soup",Gia cầm,97.0,3.23,5.7,8.87,0.0,0.0,0.0,16.0,0.29,0.0,702.0,12.0,0.0,12.0,"CAMPBELL'S Red and White, condensed, Creamy Chicken Noodle Soup",,2,kaggle_new_only,0.65,"campbell's red and white, condensed, creamy chicken noodle soup",False
Kaggle,5532,,"Cereals, dry, with cinnamon and spice, fortified, instant, oats",Khác,369.0,9.53,4.8,76.08,440.0,1.0,0.0,234.0,8.46,2.29,434.0,0.0,92.0,0.0,"Cereals, dry, with cinnamon and spice, fortified, instant, oats",,2,kaggle_new_only,0.65,"cereals, dry, with cinnamon and spice, fortified, instant, oats",False
