source,source_id,name_vi,name_en,category,nang_luong_kcal,chat_dam_g,chat_beo_g,chat_bot_duong_g,vitamin_a_mcg,beta_carotene_mcg,vitamin_c_mg,calcium_mg,iron_mg,zinc_mg,sodium_mg,cholesterol_mg,magnesium_mg,transfat_mg,canonical_name_en,alias_vi,source_priority,match_type,confidence_score,canonical_key,is_estimated
NIN,HAP-223025,Tiết luộc,Boiled pig blood,Các món khác,65.9,11.4,0.2,4.6,113.0,776.1,21.8,42.9,38.3,0.2,553.4,0.0,24.9,0.0,Boiled pig blood,Tiết luộc,1,canonical_nin,1.0,boiled pig blood,False
NIN,VPF-000432,Cá trích hộp sốt cà chua,Canned herring in tomato sauce,Các món chế biến sẵn,198.0,19.0,12.2,3.0,24.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,0.0,0.0,Canned herring in tomato sauce,Cá trích hộp sốt cà chua,1,canonical_nin,1.0,canned herring in tomato sauce,False
NIN,VPF-000431,Cá nục sốt cà chua (cá hộp),Canned mackerel in tomato sauce,Các món chế biến sẵn,177.0,16.9,10.9,2.7,21.3,0.0,0.0,0.0,0.0,0.0,0.0,39.5,0.0,0.0,Canned mackerel in tomato sauce,Cá nục sốt cà chua (cá hộp),1,canonical_nin,1.0,canned mackerel in tomato sauce,False
NIN,VPF-000430,Cá ngừ hộp,Cá ngừ hộp,Các món chế biến sẵn,127.0,14.5,7.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,Cá ngừ hộp,Cá ngừ hộp,1,canonical_nin,1.0,cá ngừ hộp,False
NIN,VPF-000429,Mít khô,Dried jackfruit,Các loại trái cây,120.0,2.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dried jackfruit,Mít khô,1,canonical_nin,1.0,dried jackfruit,False
NIN,VPF-000428,Chuối khô,Dried bananas,Các loại trái cây,161.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dried bananas,Chuối khô,1,canonical_nin,1.0,dried bananas,False
NIN,VPF-000427,Xoài,Mango,Các loại trái cây,55.0,0.5,0.2,12.7,0.0,356.0,24.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,Mango,Xoài,1,canonical_nin,1.0,mango,False
NIN,VPF-000426,Vú sữa,Star apple,Các loại trái cây,49.0,1.2,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Star apple,Vú sữa,1,canonical_nin,1.0,star apple,False
NIN,VPF-000425,Vải thiều,Lychee,Các loại trái cây,67.0,1.1,0.0,15.6,0.0,0.0,56.2,0.0,0.0,0.0,1.56,0.0,0.0,0.0,Lychee,Vải thiều,1,canonical_nin,1.0,lychee,False
NIN,VPF-000424,Thanh long,Dragon fruit,Các loại trái cây,32.0,1.0,0.1,7.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dragon fruit,Thanh long,1,canonical_nin,1.0,dragon fruit,False
NIN,VPF-000423,Táo tây,Apple,Các loại trái cây,38.0,0.4,0.0,9.0,0.0,22.0,5.6,0.0,0.0,0.0,12.0,0.16,0.0,0.0,Apple,Táo tây,1,canonical_nin,1.0,apple,False
NIN,VPF-000422,Táo ta,Jujube,Các loại trái cây,127.0,2.7,0.7,27.7,0.0,19.0,80.1,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Jujube,Táo ta,1,canonical_nin,1.0,jujube,False
NIN,VPF-000421,Sầu riêng,Durian,Các loại trái cây,100.0,1.8,1.2,20.7,0.0,17.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Durian,Sầu riêng,1,canonical_nin,1.0,durian,False
NIN,VPF-000420,Quýt,Mandarin orange,Các loại trái cây,39.0,0.8,0.0,8.8,0.0,98.0,56.2,0.0,0.0,0.0,4.1,0.0,0.0,0.0,Mandarin orange,Quýt,1,canonical_nin,1.0,mandarin orange,False
NIN,VPF-000419,Quả kiwi,Kiwi fruit,Các loại trái cây,63.0,1.1,0.4,14.0,0.0,68.0,89.4,0.0,0.0,0.0,2.2,0.0,0.0,0.0,Kiwi fruit,Quả kiwi,1,canonical_nin,1.0,kiwi fruit,False
NIN,VPF-000418,Quả bơ vỏ xanh,Green-skinned avocado,Các loại trái cây,138.0,2.6,12.9,3.2,0.0,72.6,23.3,0.0,0.0,0.0,2.7,0.0,0.0,0.0,Green-skinned avocado,Quả bơ vỏ xanh,1,canonical_nin,1.0,green-skinned avocado,False
NIN,VPF-000417,Ổi,Guava,Các loại trái cây,26.0,0.5,0.0,6.2,0.0,299.0,49.6,0.0,0.0,0.0,3.2,0.0,0.0,0.0,Guava,Ổi,1,canonical_nin,1.0,guava,False
NIN,VPF-000416,Nho ngọt,Sweet grapes,Các loại trái cây,54.0,0.3,0.0,13.2,0.0,31.0,2.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,Sweet grapes,Nho ngọt,1,canonical_nin,1.0,sweet grapes,False
NIN,VPF-000415,Nhãn,Longan,Các loại trái cây,38.0,0.7,0.0,8.8,0.0,0.0,46.3,0.0,0.0,0.0,20.7,0.0,0.0,0.0,Longan,Nhãn,1,canonical_nin,1.0,longan,False
NIN,VPF-000414,Na,Custard apple,Các loại trái cây,51.0,1.3,0.0,11.6,0.0,0.0,28.8,0.0,0.0,0.0,17.6,0.0,0.0,0.0,Custard apple,Na,1,canonical_nin,1.0,custard apple,False
NIN,VPF-000413,Mận cơm,Plum,Các loại trái cây,16.0,0.5,0.2,3.1,0.0,92.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plum,Mận cơm,1,canonical_nin,1.0,plum,False
NIN,VPF-000412,Mít dai,Jackfruit,Các loại trái cây,69.0,0.9,0.0,16.4,0.0,259.2,7.2,0.0,0.0,0.0,4.3,0.0,0.0,0.0,Jackfruit,Mít dai,1,canonical_nin,1.0,jackfruit,False
NIN,VPF-000411,Măng cụt,Mangosteen,Các loại trái cây,19.0,0.2,0.1,4.9,0.0,0.0,0.9,0.0,0.0,0.0,0.3,0.0,0.0,0.0,Mangosteen,Măng cụt,1,canonical_nin,1.0,mangosteen,False
NIN,VPF-000410,Lê,Pear,Các loại trái cây,167.0,2.6,0.7,37.7,0.0,113.0,14.8,0.0,0.0,0.0,18.5,0.0,0.0,0.0,Pear,Lê,1,canonical_nin,1.0,pear,False
NIN,VPF-000409,Hồng xiêm (sapochê),Sapodilla,Các loại trái cây,38.0,0.4,0.6,8.0,0.0,0.0,6.4,0.0,0.0,0.0,17.6,0.0,0.0,0.0,Sapodilla,Hồng xiêm (sapochê),1,canonical_nin,1.0,sapodilla,False
NIN,VPF-000408,Gioi (mận),Plum,Các loại trái cây,38.0,0.9,0.0,8.3,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plum,Gioi (mận),1,canonical_nin,1.0,plum,False
NIN,VPF-000407,Đu đủ,Papaya,Các loại trái cây,28.0,0.8,0.0,6.2,0.0,221.0,43.2,0.0,0.0,0.0,3.2,0.0,0.0,0.0,Papaya,Đu đủ,1,canonical_nin,1.0,papaya,False
NIN,VPF-000406,Đào,Peach,Các loại trái cây,68.0,2.0,0.4,13.9,0.0,356.4,22.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,Peach,Đào,1,canonical_nin,1.0,peach,False
NIN,VPF-000405,Dứa ta,Pineapple,Các loại trái cây,23.0,0.6,0.0,5.2,0.0,32.0,19.2,0.0,0.0,0.0,19.2,0.0,0.0,0.0,Pineapple,Dứa ta,1,canonical_nin,1.0,pineapple,False
NIN,VPF-000404,Dưa vàng,Yellow melon,Các loại trái cây,13.0,0.2,0.0,3.0,0.0,24.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yellow melon,Dưa vàng,1,canonical_nin,1.0,yellow melon,False
NIN,VPF-000403,Dưa lê,Oriental melon,Các loại trái cây,32.0,0.7,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oriental melon,Dưa lê,1,canonical_nin,1.0,oriental melon,False
NIN,VPF-000402,Dưa hấu,Watermelon,Các loại trái cây,16.0,1.2,0.2,2.3,0.0,364.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Watermelon,Dưa hấu,1,canonical_nin,1.0,watermelon,False
NIN,VPF-000401,Chuối tiêu,Lady finger banana,Các loại trái cây,92.0,1.4,0.2,21.0,0.0,61.0,5.7,0.0,0.0,0.0,18.0,0.0,0.0,0.0,Lady finger banana,Chuối tiêu,1,canonical_nin,1.0,lady finger banana,False
NIN,VPF-000400,Chuối tây,Cavendish banana,Các loại trái cây,48.0,0.6,0.2,10.8,0.0,23.0,4.3,0.0,0.0,0.0,2.3,0.0,0.0,0.0,Cavendish banana,Chuối tây,1,canonical_nin,1.0,cavendish banana,False
NIN,VPF-000399,Chôm chôm,Rambutan,Các loại trái cây,58.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,Rambutan,Chôm chôm,1,canonical_nin,1.0,rambutan,False
NIN,VPF-000398,Cam,Orange,Các loại trái cây,36.0,0.9,0.0,8.2,0.0,92.0,39.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,Orange,Cam,1,canonical_nin,1.0,orange,False
NIN,VPF-000397,Bưởi,Pomelo,Các loại trái cây,24.0,0.2,0.0,5.8,0.0,0.0,76.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,Pomelo,Bưởi,1,canonical_nin,1.0,pomelo,False
NIN,VPF-000396,Phô mai tam giác,Triangle cheese,"Các món trứng, sữa và chế phẩm",58.0,3.8,4.8,0.0,41.3,17.8,0.0,0.0,0.0,0.0,165.0,61.0,0.0,0.0,Triangle cheese,Phô mai tam giác,1,canonical_nin,1.0,triangle cheese,False
NIN,VPF-000395,Váng sữa Monte,Monte cream dessert,"Các món trứng, sữa và chế phẩm",90.0,1.5,5.5,8.3,9.6,4.2,0.4,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Monte cream dessert,Váng sữa Monte,1,canonical_nin,1.0,monte cream dessert,False
NIN,VPF-000394,Sữa tươi tiệt trùng không đường TH True Milk,TH True Milk UHT fresh milk (unsweetened),"Các món trứng, sữa và chế phẩm",110.0,5.4,5.9,8.8,75.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TH True Milk UHT fresh milk (unsweetened),Sữa tươi tiệt trùng không đường TH True Milk,1,canonical_nin,1.0,th true milk uht fresh milk (unsweetened),False
NIN,VPF-000393,Sữa tươi tiệt trùng có đường Vinamilk,Vinamilk UHT fresh milk (sweetened),"Các món trứng, sữa và chế phẩm",137.0,5.0,6.3,14.4,75.0,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vinamilk UHT fresh milk (sweetened),Sữa tươi tiệt trùng có đường Vinamilk,1,canonical_nin,1.0,vinamilk uht fresh milk (sweetened),False
NIN,VPF-000392,Sữa Milo,Milo chocolate malt drink,"Các món trứng, sữa và chế phẩm",110.0,2.8,3.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,Milo chocolate malt drink,Sữa Milo,1,canonical_nin,1.0,milo chocolate malt drink,False
NIN,VPF-000391,Sữa đặc có đường,Sweetened condensed milk,"Các món trứng, sữa và chế phẩm",134.0,3.2,3.5,22.4,23.2,20.0,0.0,0.0,0.0,0.0,60.0,12.8,0.0,0.0,Sweetened condensed milk,Sữa đặc có đường,1,canonical_nin,1.0,sweetened condensed milk,False
NIN,VPF-000390,Sữa đậu nành,Soy milk,"Các món trứng, sữa và chế phẩm",108.6,3.8,2.2,18.4,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Soy milk,Sữa đậu nành,1,canonical_nin,1.0,soy milk,False
NIN,VPF-000389,Sữa dê thanh trùng không đường,Pasteurized goat milk (unsweetened),"Các món trứng, sữa và chế phẩm",138.0,7.0,8.2,4.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Pasteurized goat milk (unsweetened),Sữa dê thanh trùng không đường,1,canonical_nin,1.0,pasteurized goat milk (unsweetened),False
NIN,VPF-000388,Sữa chua uống Yakult,Yakult probiotic drink,"Các món trứng, sữa và chế phẩm",53.0,0.8,0.1,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yakult probiotic drink,Sữa chua uống Yakult,1,canonical_nin,1.0,yakult probiotic drink,False
NIN,VPF-000387,Sữa chua không đường TH True Yogurt,TH True Yogurt unsweetened yogurt,"Các món trứng, sữa và chế phẩm",61.0,3.3,3.7,3.6,25.0,11.0,1.0,0.0,0.0,0.0,46.0,13.0,0.0,0.0,TH True Yogurt unsweetened yogurt,Sữa chua không đường TH True Yogurt,1,canonical_nin,1.0,th true yogurt unsweetened yogurt,False
NIN,VPF-000386,Sữa chua có đường Ba Vì,Ba Vi sweetened yogurt,"Các món trứng, sữa và chế phẩm",103.0,2.9,2.9,16.2,25.0,0.0,1.0,0.0,0.0,0.0,46.0,13.0,0.0,0.0,Ba Vi sweetened yogurt,Sữa chua có đường Ba Vì,1,canonical_nin,1.0,ba vi sweetened yogurt,False
NIN,VPF-000385,Sữa bột toàn phần,Whole milk powder,"Các món trứng, sữa và chế phẩm",171.0,6.8,8.2,17.4,186.0,0.0,270.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,Whole milk powder,Sữa bột toàn phần,1,canonical_nin,1.0,whole milk powder,False
NIN,VPF-000384,Sữa bột tách béo,Skim milk powder,"Các món trứng, sữa và chế phẩm",130.0,12.6,0.4,18.0,2.2,0.4,2.2,0.0,0.0,0.0,192.6,7.2,0.0,0.0,Skim milk powder,Sữa bột tách béo,1,canonical_nin,1.0,skim milk powder,False
NIN,VPF-000383,Sữa bò tươi thanh trùng không đường TH True Milk,TH True Milk pasteurized fresh milk (unsweetened),"Các món trứng, sữa và chế phẩm",138.0,7.0,7.7,10.1,93.7,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TH True Milk pasteurized fresh milk (unsweetened),Sữa bò tươi thanh trùng không đường TH True Milk,1,canonical_nin,1.0,th true milk pasteurized fresh milk (unsweetened),False
NIN,VPF-000382,Sữa bò tươi thanh trùng có đường Mộc Châu,Moc Chau pasteurized fresh milk with sugar,"Các món trứng, sữa và chế phẩm",178.0,6.8,7.7,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moc Chau pasteurized fresh milk with sugar,Sữa bò tươi thanh trùng có đường Mộc Châu,1,canonical_nin,1.0,moc chau pasteurized fresh milk with sugar,False
NIN,VPF-000381,Trứng vịt rán,Fried duck eggs,"Các món trứng, sữa và chế phẩm",218.0,15.3,17.0,1.0,722.0,57.9,1.8,0.0,0.0,0.0,618.1,619.2,0.0,0.0,Fried duck eggs,Trứng vịt rán,1,canonical_nin,1.0,fried duck eggs,False
NIN,VPF-000380,Trứng vịt luộc,Trứng vịt luộc,"Các món trứng, sữa và chế phẩm",105.0,7.4,8.1,0.6,205.9,8.0,0.0,0.0,0.0,0.0,109.3,575.0,0.0,0.0,Trứng vịt luộc,Trứng vịt luộc,1,canonical_nin,1.0,trứng vịt luộc,False
NIN,VPF-000379,Trứng vịt lộn,Balut,"Các món trứng, sữa và chế phẩm",82.0,6.1,5.6,1.8,394.0,196.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balut,Trứng vịt lộn,1,canonical_nin,1.0,balut,False
NIN,VPF-000378,Trứng gà ta rán,Fried free-range chicken eggs,"Các món trứng, sữa và chế phẩm",81.0,4.8,6.8,0.3,226.0,0.0,0.0,0.0,0.0,0.0,138.0,178.6,0.0,0.0,Fried free-range chicken eggs,Trứng gà ta rán,1,canonical_nin,1.0,fried free-range chicken eggs,False
NIN,VPF-000377,Trứng gà ta luộc,Boiled free-range chicken eggs,"Các món trứng, sữa và chế phẩm",57.0,5.1,4.0,0.2,27.0,0.0,0.0,0.0,0.0,0.0,61.2,206.4,0.0,0.0,Boiled free-range chicken eggs,Trứng gà ta luộc,1,canonical_nin,1.0,boiled free-range chicken eggs,False
NIN,VPF-000376,Trứng gà ngải cứu,Egg omelette with mugwort,"Các món trứng, sữa và chế phẩm",96.0,6.3,7.5,0.7,277.2,0.0,43.0,0.0,0.0,0.0,303.4,232.2,0.0,0.0,Egg omelette with mugwort,Trứng gà ngải cứu,1,canonical_nin,1.0,egg omelette with mugwort,False
NIN,VPF-000375,Trứng gà công nghiệp luộc,Boiled farm chicken eggs,"Các món trứng, sữa và chế phẩm",67.0,5.9,4.7,0.4,329.0,0.0,0.0,0.0,0.0,0.0,74.0,221.0,0.0,0.0,Boiled farm chicken eggs,Trứng gà công nghiệp luộc,1,canonical_nin,1.0,boiled farm chicken eggs,False
NIN,VPF-000374,Trứng chim cút luộc,Boiled quail eggs,"Các món trứng, sữa và chế phẩm",15.0,1.3,1.1,0.0,45.0,0.7,0.0,0.0,0.0,0.0,14.0,84.0,0.0,0.0,Boiled quail eggs,Trứng chim cút luộc,1,canonical_nin,1.0,boiled quail eggs,False
NIN,VPF-000373,Tào phớ,Silken tofu dessert,"Các món xôi, chè",137.0,4.8,0.4,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,Silken tofu dessert,Tào phớ,1,canonical_nin,1.0,silken tofu dessert,False
NIN,VPF-000372,Sữa chua mít,Yogurt with jackfruit,"Các món xôi, chè",197.0,4.0,5.0,34.0,0.0,79.0,8.0,0.0,0.0,0.0,47.0,13.0,0.0,0.0,Yogurt with jackfruit,Sữa chua mít,1,canonical_nin,1.0,yogurt with jackfruit,False
NIN,VPF-000371,Chè thưng,Southern-style mixed sweet dessert,"Các món xôi, chè",265.0,7.5,6.5,44.1,0.0,4.23,2.46,0.0,0.0,0.0,21.9,0.0,0.0,0.0,Southern-style mixed sweet dessert,Chè thưng,1,canonical_nin,1.0,southern-style mixed sweet dessert,False
NIN,VPF-000370,Chè thạch nhãn,Longan jelly dessert,"Các món xôi, chè",235.0,2.6,0.3,55.5,0.0,13.5,11.9,0.0,0.0,0.0,7.8,0.0,0.0,0.0,Longan jelly dessert,Chè thạch nhãn,1,canonical_nin,1.0,longan jelly dessert,False
NIN,VPF-000369,Chè sen,Lotus seed sweet dessert,"Các món xôi, chè",92.0,1.9,0.0,21.0,0.0,2.25,4.2,0.0,0.0,0.0,1.2,0.0,0.0,0.0,Lotus seed sweet dessert,Chè sen,1,canonical_nin,1.0,lotus seed sweet dessert,False
NIN,VPF-000368,Chè kho,Thick mung bean sweet dessert,"Các món xôi, chè",666.0,35.8,4.6,120.4,0.0,45.7,6.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,Thick mung bean sweet dessert,Chè kho,1,canonical_nin,1.0,thick mung bean sweet dessert,False
NIN,VPF-000367,Chè hạt sen long nhãn,Lotus seed and longan sweet dessert,"Các món xôi, chè",107.0,2.0,0.0,24.0,0.0,10.0,75.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,Lotus seed and longan sweet dessert,Chè hạt sen long nhãn,1,canonical_nin,1.0,lotus seed and longan sweet dessert,False
NIN,VPF-000366,Chè đỗ xanh,Mung bean sweet dessert,"Các món xôi, chè",227.0,10.5,1.1,43.8,0.0,13.5,1.8,0.0,0.0,0.0,2.9,0.0,0.0,0.0,Mung bean sweet dessert,Chè đỗ xanh,1,canonical_nin,1.0,mung bean sweet dessert,False
NIN,VPF-000365,Chè cốm,Green rice sweet dessert,"Các món xôi, chè",474.0,12.4,10.7,81.8,0.0,12.2,2.1,0.0,0.0,0.0,8.5,0.0,0.0,0.0,Green rice sweet dessert,Chè cốm,1,canonical_nin,1.0,green rice sweet dessert,False
NIN,VPF-000364,Chè bà cốt,Sweet glutinous rice dessert with ginger,"Các món xôi, chè",210.0,4.0,1.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sweet glutinous rice dessert with ginger,Chè bà cốt,1,canonical_nin,1.0,sweet glutinous rice dessert with ginger,False
NIN,VPF-000363,Xôi xéo,Sticky rice with mung bean and fried shallots,"Các món xôi, chè",425.0,12.1,0.0,79.3,0.0,7.3,2.2,0.0,0.0,0.0,6.2,0.0,0.0,0.0,Sticky rice with mung bean and fried shallots,Xôi xéo,1,canonical_nin,1.0,sticky rice with mung bean and fried shallots,False
NIN,VPF-000362,Xôi ngô,Corn sticky rice,"Các món xôi, chè",376.0,9.7,7.4,67.7,0.0,5.2,1.5,0.0,0.0,0.0,3.8,0.0,0.0,0.0,Corn sticky rice,Xôi ngô,1,canonical_nin,1.0,corn sticky rice,False
NIN,VPF-000361,Xôi trứng ốp la,Sticky rice with fried egg,"Các món xôi, chè",697.0,23.8,24.3,95.8,3600.0,14.0,0.0,0.0,0.0,0.0,202.0,919.0,0.0,0.0,Sticky rice with fried egg,Xôi trứng ốp la,1,canonical_nin,1.0,sticky rice with fried egg,False
NIN,VPF-000360,Xôi trắng miệng bát,Plain sticky rice (bowl-sized),"Các món xôi, chè",420.0,10.1,11.9,90.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Plain sticky rice (bowl-sized),Xôi trắng miệng bát,1,canonical_nin,1.0,plain sticky rice (bowl-sized),False
NIN,VPF-000359,Xôi thịt,Sticky rice with pork,"Các món xôi, chè",681.0,16.3,27.6,91.8,0.0,0.0,0.0,0.0,0.0,0.0,242.5,0.0,0.0,0.0,Sticky rice with pork,Xôi thịt,1,canonical_nin,1.0,sticky rice with pork,False
NIN,VPF-000358,Xôi sắn,Cassava sticky rice,"Các món xôi, chè",878.0,20.6,3.8,190.4,0.0,35.0,4.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,Cassava sticky rice,Xôi sắn,1,canonical_nin,1.0,cassava sticky rice,False
NIN,VPF-000357,Xôi lạp xưởng,Sticky rice with Chinese sausage,"Các món xôi, chè",657.0,18.3,22.4,95.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Sticky rice with Chinese sausage,Xôi lạp xưởng,1,canonical_nin,1.0,sticky rice with chinese sausage,False
NIN,VPF-000356,Xôi lạc,Peanut sticky rice,"Các món xôi, chè",490.0,9.2,8.6,93.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peanut sticky rice,Xôi lạc,1,canonical_nin,1.0,peanut sticky rice,False
NIN,VPF-000355,Xôi giò,Sticky rice with pork roll,"Các món xôi, chè",478.0,19.3,4.3,90.5,0.0,0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,Sticky rice with pork roll,Xôi giò,1,canonical_nin,1.0,sticky rice with pork roll,False
NIN,VPF-000354,Xôi gấc,Red sticky rice with gac fruit,"Các món xôi, chè",483.0,6.9,2.3,108.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red sticky rice with gac fruit,Xôi gấc,1,canonical_nin,1.0,red sticky rice with gac fruit,False
NIN,VPF-000353,Xôi gà,Sticky rice with chicken,"Các món xôi, chè",588.0,28.0,13.0,90.0,79.0,0.0,3.0,0.0,0.0,0.0,321.0,50.0,0.0,0.0,Sticky rice with chicken,Xôi gà,1,canonical_nin,1.0,sticky rice with chicken,False
NIN,VPF-000352,Xôi đỗ xanh,Mung bean sticky rice,"Các món xôi, chè",438.0,11.2,0.8,96.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mung bean sticky rice,Xôi đỗ xanh,1,canonical_nin,1.0,mung bean sticky rice,False
NIN,VPF-000351,Xôi đỗ đen miệng bát,Black bean sticky rice (bowl-sized),"Các món xôi, chè",456.0,14.6,1.7,95.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black bean sticky rice (bowl-sized),Xôi đỗ đen miệng bát,1,canonical_nin,1.0,black bean sticky rice (bowl-sized),False
NIN,VPF-000350,Xôi dừa,Coconut sticky rice,"Các món xôi, chè",527.0,11.0,6.4,106.3,0.0,0.0,2.0,0.0,0.0,0.0,43.5,0.0,0.0,0.0,Coconut sticky rice,Xôi dừa,1,canonical_nin,1.0,coconut sticky rice,False
NIN,VPF-000349,Xôi chả,Sticky rice with pork sausage,"Các món xôi, chè",650.0,18.5,20.4,98.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,0.0,0.0,Sticky rice with pork sausage,Xôi chả,1,canonical_nin,1.0,sticky rice with pork sausage,False
NIN,VPF-000348,Xôi bánh khúc,Sticky rice with mugwort rice balls,"Các món xôi, chè",341.0,11.2,3.1,67.4,0.1,5.0,6.7,0.0,0.0,0.0,248.2,2.4,0.0,0.0,Sticky rice with mugwort rice balls,Xôi bánh khúc,1,canonical_nin,1.0,sticky rice with mugwort rice balls,False
NIN,VPF-000347,Thạch trái cây,Fruit jelly,"Các món bánh, kẹo",22.0,0.02,0.04,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fruit jelly,Thạch trái cây,1,canonical_nin,1.0,fruit jelly,False
NIN,VPF-000346,Socola thanh,Chocolate bar,"Các món bánh, kẹo",233.0,2.1,13.1,26.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,Chocolate bar,Socola thanh,1,canonical_nin,1.0,chocolate bar,False
NIN,VPF-000345,Kem socola,Chocolate ice cream,"Các món bánh, kẹo",170.0,1.1,12.5,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chocolate ice cream,Kem socola,1,canonical_nin,1.0,chocolate ice cream,False
NIN,VPF-000344,Kem đậu xanh,Mung bean ice cream,"Các món bánh, kẹo",100.0,1.2,4.9,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mung bean ice cream,Kem đậu xanh,1,canonical_nin,1.0,mung bean ice cream,False
NIN,VPF-000343,Bim bim,Snack chips,"Các món bánh, kẹo",35.0,1.2,5.1,9.9,0.0,0.0,0.0,0.0,0.0,0.0,120.5,0.0,0.0,0.0,Snack chips,Bim bim,1,canonical_nin,1.0,snack chips,False
NIN,VPF-000342,Bánh sữa,Milk candy,"Các món bánh, kẹo",30.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,Milk candy,Bánh sữa,1,canonical_nin,1.0,milk candy,False
NIN,VPF-000341,Kẹo sô cô la,Chocolate candy,"Các món bánh, kẹo",27.0,6.2,30.7,55.3,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,Chocolate candy,Kẹo sô cô la,1,canonical_nin,1.0,chocolate candy,False
NIN,VPF-000340,Kẹo dừa,Coconut candy,"Các món bánh, kẹo",20.0,0.0,0.6,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coconut candy,Kẹo dừa,1,canonical_nin,1.0,coconut candy,False
NIN,VPF-000339,Kẹo cà phê,Coffee candy,"Các món bánh, kẹo",11.0,0.0,0.0,2.7,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coffee candy,Kẹo cà phê,1,canonical_nin,1.0,coffee candy,False
NIN,VPF-000338,Kẹo bạc hà,Mint candy,"Các món bánh, kẹo",4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mint candy,Kẹo bạc hà,1,canonical_nin,1.0,mint candy,False
