alias_id,canonical_key,canonical_name_en,alias_text,alias_lang,alias_type,is_preferred,source,source_priority
ALIAS-000001,boiled pig blood,Boiled pig blood,Tiết luộc,vi,display,True,NIN,1
ALIAS-000002,canned herring in tomato sauce,Canned herring in tomato sauce,Cá trích hộp sốt cà chua,vi,display,True,NIN,1
ALIAS-000003,canned mackerel in tomato sauce,Canned mackerel in tomato sauce,Cá nục sốt cà chua (cá hộp),vi,display,True,NIN,1
ALIAS-000004,cá ngừ hộp,Cá ngừ hộp,Cá ngừ hộp,vi,display,True,NIN,1
ALIAS-000005,dried jackfruit,Dried jackfruit,Mít khô,vi,display,True,NIN,1
ALIAS-000006,dried bananas,Dried bananas,Chuối khô,vi,display,True,NIN,1
ALIAS-000007,mango,Mango,Xoài,vi,display,True,NIN,1
ALIAS-000008,star apple,Star apple,Vú sữa,vi,display,True,NIN,1
ALIAS-000009,lychee,Lychee,Vải thiều,vi,display,True,NIN,1
ALIAS-000010,dragon fruit,Dragon fruit,Thanh long,vi,display,True,NIN,1
ALIAS-000011,apple,Apple,Táo tây,vi,display,True,NIN,1
ALIAS-000012,jujube,Jujube,Táo ta,vi,display,True,NIN,1
ALIAS-000013,durian,Durian,Sầu riêng,vi,display,True,NIN,1
ALIAS-000014,mandarin orange,Mandarin orange,Quýt,vi,display,True,NIN,1
ALIAS-000015,kiwi fruit,Kiwi fruit,Quả kiwi,vi,display,True,NIN,1
ALIAS-000016,green-skinned avocado,Green-skinned avocado,Quả bơ vỏ xanh,vi,display,True,NIN,1
ALIAS-000017,guava,Guava,Ổi,vi,display,True,NIN,1
ALIAS-000018,sweet grapes,Sweet grapes,Nho ngọt,vi,display,True,NIN,1
ALIAS-000019,longan,Longan,Nhãn,vi,display,True,NIN,1
ALIAS-000020,custard apple,Custard apple,Na,vi,display,True,NIN,1
ALIAS-000021,plum,Plum,Mận cơm,vi,display,True,NIN,1
ALIAS-000022,jackfruit,Jackfruit,Mít dai,vi,display,True,NIN,1
ALIAS-000023,mangosteen,Mangosteen,Măng cụt,vi,display,True,NIN,1
ALIAS-000024,pear,Pear,Lê,vi,display,True,NIN,1
ALIAS-000025,sapodilla,Sapodilla,Hồng xiêm (sapochê),vi,display,True,NIN,1
ALIAS-000026,plum,Plum,Gioi (mận),vi,display,True,NIN,1
ALIAS-000027,papaya,Papaya,Đu đủ,vi,display,True,NIN,1
ALIAS-000028,peach,Peach,Đào,vi,display,True,NIN,1
ALIAS-000029,pineapple,Pineapple,Dứa ta,vi,display,True,NIN,1
ALIAS-000030,yellow melon,Yellow melon,Dưa vàng,vi,display,True,NIN,1
ALIAS-000031,oriental melon,Oriental melon,Dưa lê,vi,display,True,NIN,1
ALIAS-000032,watermelon,Watermelon,Dưa hấu,vi,display,True,NIN,1
ALIAS-000033,lady finger banana,Lady finger banana,Chuối tiêu,vi,display,True,NIN,1
ALIAS-000034,cavendish banana,Cavendish banana,Chuối tây,vi,display,True,NIN,1
ALIAS-000035,rambutan,Rambutan,Chôm chôm,vi,display,True,NIN,1
ALIAS-000036,orange,Orange,Cam,vi,display,True,NIN,1
ALIAS-000037,pomelo,Pomelo,Bưởi,vi,display,True,NIN,1
ALIAS-000038,triangle cheese,Triangle cheese,Phô mai tam giác,vi,display,True,NIN,1
ALIAS-000039,monte cream dessert,Monte cream dessert,Váng sữa Monte,vi,display,True,NIN,1
ALIAS-000040,th true milk uht fresh milk (unsweetened),TH True Milk UHT fresh milk (unsweetened),Sữa tươi tiệt trùng không đường TH True Milk,vi,display,True,NIN,1
ALIAS-000041,vinamilk uht fresh milk (sweetened),Vinamilk UHT fresh milk (sweetened),Sữa tươi tiệt trùng có đường Vinamilk,vi,display,True,NIN,1
ALIAS-000042,milo chocolate malt drink,Milo chocolate malt drink,Sữa Milo,vi,display,True,NIN,1
ALIAS-000043,sweetened condensed milk,Sweetened condensed milk,Sữa đặc có đường,vi,display,True,NIN,1
ALIAS-000044,soy milk,Soy milk,Sữa đậu nành,vi,display,True,NIN,1
ALIAS-000045,pasteurized goat milk (unsweetened),Pasteurized goat milk (unsweetened),Sữa dê thanh trùng không đường,vi,display,True,NIN,1
ALIAS-000046,yakult probiotic drink,Yakult probiotic drink,Sữa chua uống Yakult,vi,display,True,NIN,1
ALIAS-000047,th true yogurt unsweetened yogurt,TH True Yogurt unsweetened yogurt,Sữa chua không đường TH True Yogurt,vi,display,True,NIN,1
ALIAS-000048,ba vi sweetened yogurt,Ba Vi sweetened yogurt,Sữa chua có đường Ba Vì,vi,display,True,NIN,1
ALIAS-000049,whole milk powder,Whole milk powder,Sữa bột toàn phần,vi,display,True,NIN,1
ALIAS-000050,skim milk powder,Skim milk powder,Sữa bột tách béo,vi,display,True,NIN,1
ALIAS-000051,th true milk pasteurized fresh milk (unsweetened),TH True Milk pasteurized fresh milk (unsweetened),Sữa bò tươi thanh trùng không đường TH True Milk,vi,display,True,NIN,1
ALIAS-000052,moc chau pasteurized fresh milk with sugar,Moc Chau pasteurized fresh milk with sugar,Sữa bò tươi thanh trùng có đường Mộc Châu,vi,display,True,NIN,1
ALIAS-000053,fried duck eggs,Fried duck eggs,Trứng vịt rán,vi,display,True,NIN,1
ALIAS-000054,trứng vịt luộc,Trứng vịt luộc,Trứng vịt luộc,vi,display,True,NIN,1
ALIAS-000055,balut,Balut,Trứng vịt lộn,vi,display,True,NIN,1
ALIAS-000056,fried free-range chicken eggs,Fried free-range chicken eggs,Trứng gà ta rán,vi,display,True,NIN,1
ALIAS-000057,boiled free-range chicken eggs,Boiled free-range chicken eggs,Trứng gà ta luộc,vi,display,True,NIN,1
ALIAS-000058,egg omelette with mugwort,Egg omelette with mugwort,Trứng gà ngải cứu,vi,display,True,NIN,1
ALIAS-000059,boiled farm chicken eggs,Boiled farm chicken eggs,Trứng gà công nghiệp luộc,vi,display,True,NIN,1
ALIAS-000060,boiled quail eggs,Boiled quail eggs,Trứng chim cút luộc,vi,display,True,NIN,1
ALIAS-000061,silken tofu dessert,Silken tofu dessert,Tào phớ,vi,display,True,NIN,1
ALIAS-000062,yogurt with jackfruit,Yogurt with jackfruit,Sữa chua mít,vi,display,True,NIN,1
ALIAS-000063,southern-style mixed sweet dessert,Southern-style mixed sweet dessert,Chè thưng,vi,display,True,NIN,1
ALIAS-000064,longan jelly dessert,Longan jelly dessert,Chè thạch nhãn,vi,display,True,NIN,1
ALIAS-000065,lotus seed sweet dessert,Lotus seed sweet dessert,Chè sen,vi,display,True,NIN,1
ALIAS-000066,thick mung bean sweet dessert,Thick mung bean sweet dessert,Chè kho,vi,display,True,NIN,1
ALIAS-000067,lotus seed and longan sweet dessert,Lotus seed and longan sweet dessert,Chè hạt sen long nhãn,vi,display,True,NIN,1
ALIAS-000068,mung bean sweet dessert,Mung bean sweet dessert,Chè đỗ xanh,vi,display,True,NIN,1
ALIAS-000069,green rice sweet dessert,Green rice sweet dessert,Chè cốm,vi,display,True,NIN,1
ALIAS-000070,sweet glutinous rice dessert with ginger,Sweet glutinous rice dessert with ginger,Chè bà cốt,vi,display,True,NIN,1
ALIAS-000071,sticky rice with mung bean and fried shallots,Sticky rice with mung bean and fried shallots,Xôi xéo,vi,display,True,NIN,1
ALIAS-000072,corn sticky rice,Corn sticky rice,Xôi ngô,vi,display,True,NIN,1
ALIAS-000073,sticky rice with fried egg,Sticky rice with fried egg,Xôi trứng ốp la,vi,display,True,NIN,1
ALIAS-000074,plain sticky rice (bowl-sized),Plain sticky rice (bowl-sized),Xôi trắng miệng bát,vi,display,True,NIN,1
ALIAS-000075,sticky rice with pork,Sticky rice with pork,Xôi thịt,vi,display,True,NIN,1
ALIAS-000076,cassava sticky rice,Cassava sticky rice,Xôi sắn,vi,display,True,NIN,1
ALIAS-000077,sticky rice with chinese sausage,Sticky rice with Chinese sausage,Xôi lạp xưởng,vi,display,True,NIN,1
ALIAS-000078,peanut sticky rice,Peanut sticky rice,Xôi lạc,vi,display,True,NIN,1
ALIAS-000079,sticky rice with pork roll,Sticky rice with pork roll,Xôi giò,vi,display,True,NIN,1
ALIAS-000080,red sticky rice with gac fruit,Red sticky rice with gac fruit,Xôi gấc,vi,display,True,NIN,1
ALIAS-000081,sticky rice with chicken,Sticky rice with chicken,Xôi gà,vi,display,True,NIN,1
ALIAS-000082,mung bean sticky rice,Mung bean sticky rice,Xôi đỗ xanh,vi,display,True,NIN,1
ALIAS-000083,black bean sticky rice (bowl-sized),Black bean sticky rice (bowl-sized),Xôi đỗ đen miệng bát,vi,display,True,NIN,1
ALIAS-000084,coconut sticky rice,Coconut sticky rice,Xôi dừa,vi,display,True,NIN,1
ALIAS-000085,sticky rice with pork sausage,Sticky rice with pork sausage,Xôi chả,vi,display,True,NIN,1
ALIAS-000086,sticky rice with mugwort rice balls,Sticky rice with mugwort rice balls,Xôi bánh khúc,vi,display,True,NIN,1
ALIAS-000087,fruit jelly,Fruit jelly,Thạch trái cây,vi,display,True,NIN,1
ALIAS-000088,chocolate bar,Chocolate bar,Socola thanh,vi,display,True,NIN,1
ALIAS-000089,chocolate ice cream,Chocolate ice cream,Kem socola,vi,display,True,NIN,1
ALIAS-000090,mung bean ice cream,Mung bean ice cream,Kem đậu xanh,vi,display,True,NIN,1
ALIAS-000091,snack chips,Snack chips,Bim bim,vi,display,True,NIN,1
ALIAS-000092,milk candy,Milk candy,Bánh sữa,vi,display,True,NIN,1
ALIAS-000093,chocolate candy,Chocolate candy,Kẹo sô cô la,vi,display,True,NIN,1
ALIAS-000094,coconut candy,Coconut candy,Kẹo dừa,vi,display,True,NIN,1
ALIAS-000095,coffee candy,Coffee candy,Kẹo cà phê,vi,display,True,NIN,1
ALIAS-000096,mint candy,Mint candy,Kẹo bạc hà,vi,display,True,NIN,1
ALIAS-000097,fried prawn crackers,Fried prawn crackers,Phồng tôm chiên,vi,display,True,NIN,1
ALIAS-000098,vietnamese sizzling pancake,Vietnamese sizzling pancake,Bánh xèo,vi,display,True,NIN,1
ALIAS-000099,vietnamese hollow fried dough,Vietnamese hollow fried dough,Bánh tiêu,vi,display,True,NIN,1
ALIAS-000100,fried dough balls with mung bean filling,Fried dough balls with mung bean filling,Bánh rán nhân đỗ,vi,display,True,NIN,1
ALIAS-000101,savory fried dough balls,Savory fried dough balls,Bánh rán mặn,vi,display,True,NIN,1
ALIAS-000102,sugar-coated fried dough balls,Sugar-coated fried dough balls,Bánh rán đường,vi,display,True,NIN,1
ALIAS-000103,vietnamese pillow cake,Vietnamese pillow cake,Bánh gối,vi,display,True,NIN,1
ALIAS-000104,banana cake,Banana cake,Bánh chuối,vi,display,True,NIN,1
ALIAS-000105,custas egg cake,Custas egg cake,Bánh trứng Custas,vi,display,True,NIN,1
ALIAS-000106,ritz cream sandwich crackers,Ritz cream sandwich crackers,Bánh quy tròn nhân kem Ritz,vi,display,True,NIN,1
ALIAS-000107,biscuits,Biscuits,Bánh quy,vi,display,True,NIN,1
ALIAS-000108,wafer rolls,Wafer rolls,Bánh quế,vi,display,True,NIN,1
ALIAS-000109,baked mooncake with mung bean and egg yolk,Baked mooncake with mung bean and egg yolk,Bánh nướng trứng đậu xanh,vi,display,True,NIN,1
ALIAS-000110,mixed baked mooncake,Mixed baked mooncake,Bánh nướng thập cẩm,vi,display,True,NIN,1
ALIAS-000111,high-energy cereal bars,High-energy cereal bars,Bánh ngũ cốc cao năng lượng,vi,display,True,NIN,1
ALIAS-000112,wafer rolls,Wafer rolls,Bánh kem xốp,vi,display,True,NIN,1
ALIAS-000113,bear-shaped biscuits,Bear-shaped biscuits,Bánh gấu,vi,display,True,NIN,1
ALIAS-000114,rice crackers,Rice crackers,Bánh gạo,vi,display,True,NIN,1
ALIAS-000115,white sesame rice cracker,White sesame rice cracker,Bánh đa vừng trắng,vi,display,True,NIN,1
ALIAS-000116,black sesame rice cracker,Black sesame rice cracker,Bánh đa vừng đen,vi,display,True,NIN,1
ALIAS-000117,mung bean cake,Mung bean cake,Bánh đậu xanh,vi,display,True,NIN,1
ALIAS-000118,snow skin mooncake with mung bean and egg yolk,Snow skin mooncake with mung bean and egg yolk,Bánh dẻo trứng đậu xanh,vi,display,True,NIN,1
ALIAS-000119,mixed snow skin mooncake,Mixed snow skin mooncake,Bánh dẻo thập cẩm,vi,display,True,NIN,1
ALIAS-000120,choco pie,Choco Pie,Bánh Chocopie,vi,display,True,NIN,1
ALIAS-000121,sponge cak,Sponge cak,Bánh bông lan,vi,display,True,NIN,1
ALIAS-000122,baguette with beef stew,Baguette with beef stew,Bánh mỳ sốt vang,vi,display,True,NIN,1
ALIAS-000123,baguette with pork floss,Baguette with pork floss,Bánh mỳ ruốc,vi,display,True,NIN,1
ALIAS-000124,baguette with pate,Baguette with pate,Bánh mỳ pate,vi,display,True,NIN,1
ALIAS-000125,baguette with fried egg,Baguette with fried egg,Bánh mỳ ốp la,vi,display,True,NIN,1
ALIAS-000126,sweet bread (kinh do),Sweet bread (Kinh Do),Bánh mỳ ngọt (Kinh Đô),vi,display,True,NIN,1
ALIAS-000127,vietnamese baguette with assorted fillings,Vietnamese baguette with assorted fillings,BÁNH MỲ KẸP THẬP CẨM,vi,display,True,NIN,1
ALIAS-000128,vietnamese baguette with pork sausage,Vietnamese baguette with pork sausage,Bánh mỳ kẹp chả,vi,display,True,NIN,1
ALIAS-000129,hot dog bread with sausage,Hot dog bread with sausage,Bánh mỳ hot-dog nhân xúc xích,vi,display,True,NIN,1
ALIAS-000130,hai phong stick bread,Hai Phong stick bread,Bánh mỳ que Hải Phòng,vi,display,True,NIN,1
ALIAS-000131,square bread,Square bread,Bánh mỳ vuông,vi,display,True,NIN,1
ALIAS-000132,sweet cassava cake,Sweet cassava cake,Bánh xu xê,vi,display,True,NIN,1
ALIAS-000133,sweet glutinous rice balls,Sweet glutinous rice balls,Bánh trôi,vi,display,True,NIN,1
ALIAS-000134,steamed rice cake,Steamed rice cake,Bánh tẻ,vi,display,True,NIN,1
ALIAS-000135,sticky rice cake,Sticky rice cake,Bánh nếp,vi,display,True,NIN,1
ALIAS-000136,steamed pork rice cake,Steamed pork rice cake,Bánh giò,vi,display,True,NIN,1
ALIAS-000137,black sticky rice cake,Black sticky rice cake,Bánh gai,vi,display,True,NIN,1
ALIAS-000138,steamed rice flour cake,Steamed rice flour cake,Bánh đúc,vi,display,True,NIN,1
ALIAS-000139,mall sticky rice cake with mung bean filling,mall sticky rice cake with mung bean filling,Bánh dày nhân đậu loại nhỏ,vi,display,True,NIN,1
ALIAS-000140,steamed rice rolls with egg and pork sausage,Steamed rice rolls with egg and pork sausage,Bánh cuốn trứng + chả,vi,display,True,NIN,1
ALIAS-000141,steamed rice rolls with pork,Steamed rice rolls with pork,Bánh cuốn thịt,vi,display,True,NIN,1
ALIAS-000142,steamed rice rolls with pork sausage,Steamed rice rolls with pork sausage,Bánh cuốn chả,vi,display,True,NIN,1
ALIAS-000143,green rice cake,Green rice cake,Bánh cốm,vi,display,True,NIN,1
ALIAS-000144,medium-sized square sticky rice cake,Medium-sized square sticky rice cake,Bánh chưng cỡ vừa,vi,display,True,NIN,1
ALIAS-000145,sweet rice dumplings,Sweet rice dumplings,Bánh chay,vi,display,True,NIN,1
ALIAS-000146,clear shrimp and pork dumplings,Clear shrimp and pork dumplings,Bánh bột lọc,vi,display,True,NIN,1
ALIAS-000147,steamed bun with pork filling,Steamed bun with pork filling,Bánh bao nhân thịt,vi,display,True,NIN,1
ALIAS-000148,vegetarian steamed bun,Vegetarian steamed bun,Bánh bao chay,vi,display,True,NIN,1
ALIAS-000149,mixed hot pot,Mixed hot pot,Lẩu thập cẩm,vi,display,True,NIN,1
ALIAS-000150,seafood hot pot,Seafood hot pot,Lẩu hải sản,vi,display,True,NIN,1
ALIAS-000151,chicken hot pot,Chicken hot pot,Lẩu gà,vi,display,True,NIN,1
ALIAS-000152,frog hot pot,Frog hot pot,Lẩu ếch,vi,display,True,NIN,1
ALIAS-000153,crab and beef hot pot,Crab and beef hot pot,"Lẩu cua, thịt bò",vi,display,True,NIN,1
ALIAS-000154,roast duck pho,Roast duck pho,Phở vịt quay,vi,display,True,NIN,1
ALIAS-000155,stir-fried pho with chicken heart and gizzard,Stir-fried pho with chicken heart and gizzard,Phở xào tim cật,vi,display,True,NIN,1
ALIAS-000156,affordable chicken pho,Affordable chicken pho,Phở gà bình dân,vi,display,True,NIN,1
ALIAS-000157,chicken pho slow-cooked 24h,Chicken pho slow-cooked 24h,Phở gà 24h,vi,display,True,NIN,1
ALIAS-000158,pho rolls,Pho rolls,Phở cuốn,vi,display,True,NIN,1
ALIAS-000159,stir-fried beef pho,Stir-fried beef pho,Phở bò xào,vi,display,True,NIN,1
ALIAS-000160,stir-fried rare beef pho,Stir-fried rare beef pho,Phở bò tái lăn,vi,display,True,NIN,1
ALIAS-000161,affordable rare beef pho,Affordable rare beef pho,Phở bò tái bình dân,vi,display,True,NIN,1
ALIAS-000162,rare beef pho slow-cooked 24h,Rare beef pho slow-cooked 24h,Phở bò tái 24h,vi,display,True,NIN,1
ALIAS-000163,beef pho with red wine sauce,Beef pho with red wine sauce,Phở bò sốt vang,vi,display,True,NIN,1
ALIAS-000164,affordable beef pho,Affordable beef pho,Phở bò chín bình dân,vi,display,True,NIN,1
ALIAS-000165,beef pho slow-cooked 24h,Beef pho slow-cooked 24h,Phở bò chín 24h,vi,display,True,NIN,1
ALIAS-000166,mixed stir-fried noodles,Mixed stir-fried noodles,Mỳ xào thập cẩm,vi,display,True,NIN,1
ALIAS-000167,braised duck noodle soup,Braised duck noodle soup,Mỳ vịt tiềm,vi,display,True,NIN,1
ALIAS-000168,"wonton noodle soup, dumplings","Wonton noodle soup, dumplings","Mỳ vằn thắn, sủi cảo",vi,display,True,NIN,1
ALIAS-000169,pork noodle soup,Pork noodle soup,Mỳ thịt lợn,vi,display,True,NIN,1
ALIAS-000170,beef noodle soup,Beef noodle soup,Mỳ thịt bò,vi,display,True,NIN,1
ALIAS-000171,beef spaghetti,Beef spaghetti,Mỳ spaghetti thịt bò,vi,display,True,NIN,1
ALIAS-000172,seafood spaghetti,Seafood spaghetti,Mỳ spaghetti hải sản,vi,display,True,NIN,1
ALIAS-000173,quang-style noodles,Quang-style noodles,Mỳ Quảng,vi,display,True,NIN,1
ALIAS-000174,glass noodle soup with duck,Glass noodle soup with duck,Miến ngan,vi,display,True,NIN,1
ALIAS-000175,stir-fried glass noodles with eel,Stir-fried glass noodles with eel,Miến lươn xào,vi,display,True,NIN,1
ALIAS-000176,glass noodle soup with eel,Glass noodle soup with eel,Miến lươn nước,vi,display,True,NIN,1
ALIAS-000177,glass noodle soup with chicken,Glass noodle soup with chicken,Miến gà,vi,display,True,NIN,1
ALIAS-000178,stir-fried hu tieu noodles with seafood,Stir-fried hu tieu noodles with seafood,Hủ tiếu xào hải sản,vi,display,True,NIN,1
ALIAS-000179,hu tieu noodle soup,Hu tieu noodle soup,Hủ tiếu nước,vi,display,True,NIN,1
ALIAS-000180,corn and crab soup,Corn and crab soup,Súp ngô cua,vi,display,True,NIN,1
ALIAS-000181,chicken mushroom soup,Chicken mushroom soup,Súp nấm gà,vi,display,True,NIN,1
ALIAS-000182,seafood soup,Seafood soup,Súp hải sản,vi,display,True,NIN,1
ALIAS-000183,duck congee,Duck congee,Cháo vịt,vi,display,True,NIN,1
ALIAS-000184,freshwater clam congee,Freshwater clam congee,Cháo trai,vi,display,True,NIN,1
ALIAS-000185,pork heart congee,Pork heart congee,Cháo tim,vi,display,True,NIN,1
ALIAS-000186,minced pork congee,Minced pork congee,Cháo thịt băm,vi,display,True,NIN,1
ALIAS-000187,pork rib congee,Pork rib congee,Cháo sườn,vi,display,True,NIN,1
ALIAS-000188,pork brain congee,Pork brain congee,Cháo óc lợn,vi,display,True,NIN,1
ALIAS-000189,eel congee,Eel congee,Cháo lươn,vi,display,True,NIN,1
ALIAS-000190,pork offal congee,Pork offal congee,Cháo lòng,vi,display,True,NIN,1
ALIAS-000191,chicken congee,Chicken congee,Cháo gà,vi,display,True,NIN,1
ALIAS-000192,mung bean congee,Mung bean congee,Cháo đỗ xanh,vi,display,True,NIN,1
ALIAS-000193,black bean congee,Black bean congee,Cháo đỗ đen,vi,display,True,NIN,1
ALIAS-000194,nutritious shrimp congee,Nutritious shrimp congee,Cháo dinh dưỡng tôm,vi,display,True,NIN,1
ALIAS-000195,nutritious beef congee,Nutritious beef congee,Cháo dinh dưỡng thịt bò,vi,display,True,NIN,1
ALIAS-000196,pigeon congee,Pigeon congee,Cháo chim câu,vi,display,True,NIN,1
ALIAS-000197,pork kidney congee,Pork kidney congee,Cháo bầu dục,vi,display,True,NIN,1
ALIAS-000198,duck vermicelli soup,Duck vermicelli soup,Bún vịt,vi,display,True,NIN,1
ALIAS-000199,hanoi-style chicken vermicelli soup,Hanoi-style chicken vermicelli soup,Bún thang,vi,display,True,NIN,1
ALIAS-000200,crab noodle soup with snails and tofu,Crab noodle soup with snails and tofu,"Bún riêu cua, ốc đậu",vi,display,True,NIN,1
ALIAS-000201,crab noodle soup,Crab noodle soup,Bún riêu cua,vi,display,True,NIN,1
ALIAS-000202,snail vermicelli soup,Snail vermicelli soup,Bún ốc,vi,display,True,NIN,1
ALIAS-000203,vermicelli with spring rolls,Vermicelli with spring rolls,Bún nem,vi,display,True,NIN,1
ALIAS-000204,vermicelli with pork offal,Vermicelli with pork offal,Bún lòng lợn,vi,display,True,NIN,1
ALIAS-000205,vermicelli with mock dog meat,Vermicelli with mock dog meat,Bún giả cầy,vi,display,True,NIN,1
ALIAS-000206,"vermicelli with fried tofu, shrimp paste, and pork hock","Vermicelli with fried tofu, shrimp paste, and pork hock",Bún đậu mắm tôm thịt chân giò,vi,display,True,NIN,1
ALIAS-000207,vermicelli with fried tofu and shrimp paste,Vermicelli with fried tofu and shrimp paste,Bún đậu mắm tôm,vi,display,True,NIN,1
ALIAS-000208,vermicelli soup with taro stem and pork hock,Vermicelli soup with taro stem and pork hock,Bún dọc mùng thịt chân giò,vi,display,True,NIN,1
ALIAS-000209,vermicelli soup with taro stem and pork ribs,Vermicelli soup with taro stem and pork ribs,Bún dọc mùng sườn,vi,display,True,NIN,1
ALIAS-000210,vermicelli soup with taro stem and pork meatballs,Vermicelli soup with taro stem and pork meatballs,Bún dọc mùng mọc,vi,display,True,NIN,1
ALIAS-000211,grilled pork with vermicelli,Grilled pork with vermicelli,Bún chả,vi,display,True,NIN,1
ALIAS-000212,fish cake vermicelli soup,Fish cake vermicelli soup,Bún chả cá,vi,display,True,NIN,1
ALIAS-000213,fish vermicelli soup,Fish vermicelli soup,Bún cá,vi,display,True,NIN,1
ALIAS-000214,southern-style beef vermicelli,Southern-style beef vermicelli,Bún bò Nam Bộ,vi,display,True,NIN,1
ALIAS-000215,hue-style beef noodle soup with pork hock,Hue-style beef noodle soup with pork hock,Bún bò giò heo (Huế),vi,display,True,NIN,1
ALIAS-000216,mixed rice cracker noodles,Mixed rice cracker noodles,Bánh đa trộn,vi,display,True,NIN,1
ALIAS-000217,rice cracker noodle soup with pork,Rice cracker noodle soup with pork,Bánh đa nấu thịt,vi,display,True,NIN,1
ALIAS-000218,thick noodle soup with pork,Thick noodle soup with pork,Bánh canh thịt heo,vi,display,True,NIN,1
ALIAS-000219,thick noodle soup with chicken,Thick noodle soup with chicken,Bánh canh thịt gà,vi,display,True,NIN,1
ALIAS-000220,thick noodle soup with perch,Thick noodle soup with perch,Bánh canh cá rô,vi,display,True,NIN,1
ALIAS-000221,vegetable salad,Vegetable salad,Salad rau củ,vi,display,True,NIN,1
ALIAS-000222,mixed pork ear salad,Mixed pork ear salad,Nộm tai heo thập cẩm,vi,display,True,NIN,1
ALIAS-000223,water spinach salad,Water spinach salad,Nộm rau muống,vi,display,True,NIN,1
ALIAS-000224,banana blossom and chicken salad,Banana blossom and chicken salad,Nộm hoa chuối thịt gà,vi,display,True,NIN,1
ALIAS-000225,pork ear salad,Pork ear salad,Nem tai,vi,display,True,NIN,1
ALIAS-000226,grilled pork skewers,Grilled pork skewers,Nem lụi,vi,display,True,NIN,1
ALIAS-000227,assorted pork platter,Assorted pork platter,Lợn mẹt,vi,display,True,NIN,1
ALIAS-000228,pickled scallions,Pickled scallions,Kiệu muối,vi,display,True,NIN,1
ALIAS-000229,pickled shallots,Pickled shallots,Hành củ muối,vi,display,True,NIN,1
ALIAS-000230,mango salad,Mango salad,Gỏi xoài,vi,display,True,NIN,1
ALIAS-000231,lotus stem salad,Lotus stem salad,Gỏi ngó sen,vi,display,True,NIN,1
ALIAS-000232,cucumber,Cucumber,Dưa chuột,vi,display,True,NIN,1
ALIAS-000233,jicama,Jicama,Củ đậu,vi,display,True,NIN,1
ALIAS-000234,pickled eggplant,Pickled eggplant,Cà pháo muối,vi,display,True,NIN,1
ALIAS-000235,raw tuna,Raw tuna,Cá ngừ sống,vi,display,True,NIN,1
ALIAS-000236,tomato,Tomato,Cà chua,vi,display,True,NIN,1
ALIAS-000237,beef meatballs,Beef meatballs,Bò xíu mại,vi,display,True,NIN,1
ALIAS-000238,beef wrapped in mustard greens,Beef wrapped in mustard greens,Bò cuốn lá cải,vi,display,True,NIN,1
ALIAS-000239,mixed rice paper rolls,Mixed rice paper rolls,Bánh đa cuốn thập cẩm,vi,display,True,NIN,1
ALIAS-000240,stir-fried kidneys with celery and garlic,Stir-fried kidneys with celery and garlic,Tim bầu dục xào cần tỏi,vi,display,True,NIN,1
ALIAS-000241,stir-fried chicken with lemongrass,Stir-fried chicken with lemongrass,Thịt gà xào sả,vi,display,True,NIN,1
ALIAS-000242,stir-fried buffalo meat with water spinach,Stir-fried buffalo meat with water spinach,Thịt trâu xào rau muống,vi,display,True,NIN,1
ALIAS-000243,stir-fried pigeon with vietnamese coriander,Stir-fried pigeon with Vietnamese coriander,Thịt chim câu xào răm,vi,display,True,NIN,1
ALIAS-000244,stir-fried beef with chayote,Stir-fried beef with chayote,Thịt bò xào su su,vi,display,True,NIN,1
ALIAS-000245,stir-fried beef with mushrooms,Stir-fried beef with mushrooms,Thịt bò xào nấm,vi,display,True,NIN,1
ALIAS-000246,stir-fried beef with bamboo shoots,Stir-fried beef with bamboo shoots,Thịt bò xào măng,vi,display,True,NIN,1
ALIAS-000247,shaking beef,Shaking beef,Thịt bò xào lúc lắc,vi,display,True,NIN,1
ALIAS-000248,stir-fried beef with tonkin jasmine flowers,Stir-fried beef with Tonkin jasmine flowers,Thịt bò xào hoa thiên lý,vi,display,True,NIN,1
ALIAS-000249,stir-fried beef with onions and tomatoes,Stir-fried beef with onions and tomatoes,"Thịt bò xào hành tây, cà chua",vi,display,True,NIN,1
ALIAS-000250,stir-fried beef with green beans,Stir-fried beef with green beans,Thịt bò xào đậu cove,vi,display,True,NIN,1
ALIAS-000251,stir-fried beef with pineapple,Stir-fried beef with pineapple,Thịt bò xào dứa,vi,display,True,NIN,1
ALIAS-000252,stir-fried beef with celery and garlic,Stir-fried beef with celery and garlic,Thịt bò xào cần tỏi,vi,display,True,NIN,1
ALIAS-000253,sweet and sour ribs,Sweet and sour ribs,Sườn xào chua ngọt,vi,display,True,NIN,1
ALIAS-000254,stir-fried kohlrabi,Stir-fried kohlrabi,Su hào xào,vi,display,True,NIN,1
ALIAS-000255,stir-fried water spinach,Stir-fried water spinach,Rau muống xào,vi,display,True,NIN,1
ALIAS-000256,stir-fried sweet potato leaves with garlic,Stir-fried sweet potato leaves with garlic,Rau khoai lang xào tỏi,vi,display,True,NIN,1
ALIAS-000257,stir-fried watercress with garlic,Stir-fried watercress with garlic,Rau cải xoong xào tỏi,vi,display,True,NIN,1
ALIAS-000258,stir-fried broccoli stems with garlic,Stir-fried broccoli stems with garlic,Rau cải ngồng xào tỏi,vi,display,True,NIN,1
