source,source_id,name_vi,name_en,category,category_en,nang_luong_kcal,chat_dam_g,chat_beo_g,chat_bot_duong_g,vitamin_a_mcg,beta_carotene_mcg,vitamin_c_mg,calcium_mg,iron_mg,zinc_mg,sodium_mg,cholesterol_mg,magnesium_mg,transfat_mg,canonical_name_en,alias_vi,source_priority,match_type,confidence_score,canonical_key,is_estimated,tags
VDD,4039,"Hành tây, tươi","Onion, common, garden, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",45.0,1.8,0.11,9.29,0.08,1.0,10.0,38.0,0.8,1.43,7.5,0.0,23.0,0.0,"Onion, common, garden, raw","Hành tây, tươi",1,crawled,1.0,onion_common_garden_raw,False,role_fiber
VDD,4040,"Hạt sen, tươi","Lotus seed, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",164.0,9.5,0.5,30.3,0.83,10.0,0.0,76.0,1.4,0.28,1.0,0.0,56.0,0.0,"Lotus seed, raw","Hạt sen, tươi",1,crawled,1.0,lotus_seed_raw,False,role_fiber
VDD,4041,"Hạt sen, khô",Dried lotus seed,"Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",342.0,20.0,2.4,60.2,2.5,30.0,0.0,89.0,6.4,1.05,5.0,0.0,210.0,0.0,Dried lotus seed,"Hạt sen, khô",1,crawled,1.0,dried_lotus_seed,False,"is_dried,role_fiber"
VDD,4042,"Hẹ lá, tươi","Onion, fragrant, Chinese leek, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",21.0,2.2,0.21,2.49,83.33,1000.0,19.0,56.0,1.3,0.2,6.0,0.0,18.0,0.0,"Onion, fragrant, Chinese leek, raw","Hẹ lá, tươi",1,crawled,1.0,onion_fragrant_chinese_leek_raw,False,role_fiber
VDD,4043,"Hoa chuối, tươi","Banana, buds and flowers, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",28.0,1.5,0.0,5.5,14.17,170.0,5.0,44.0,0.9,0.0,0.0,0.0,0.0,0.0,"Banana, buds and flowers, raw","Hoa chuối, tươi",1,crawled,1.0,banana_buds_and_flowers_raw,False,role_fiber
VDD,4044,"Hoa lý, tươi","Daylily, lemon flowers, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",35.0,2.9,0.0,5.8,48.75,585.0,48.0,52.0,1.2,0.2,0.0,0.0,0.0,0.0,"Daylily, lemon flowers, raw","Hoa lý, tươi",1,crawled,1.0,daylily_lemon_flowers_raw,False,role_fiber
VDD,4045,"Quả khế, tươi","Carambola; Star fruit, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",26.0,0.6,0.23,5.47,3.08,25.0,30.0,10.0,0.9,0.12,2.0,0.0,10.0,0.0,"Carambola; Star fruit, raw","Quả khế, tươi",1,crawled,1.0,carambola_star_fruit_raw,False,role_fiber
VDD,4046,"Lá lốt, tươi","Lolot pepper, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",49.0,4.3,0.0,7.9,337.5,4050.0,34.0,172.86,2.73,0.0,10.15,0.0,65.09,0.0,"Lolot pepper, raw","Lá lốt, tươi",1,crawled,1.0,lolot_pepper_raw,False,role_fiber
VDD,4047,"Lá me, tươi ",,"Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",46.0,7.5,0.0,4.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Lá me, tươi ",1,crawled,1.0,la_me_tuoi,False,role_fiber
VDD,4048,"Lá mơ lông, tươi","Skunk vine, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",48.0,3.9,0.0,8.0,27.5,330.0,75.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skunk vine, raw","Lá mơ lông, tươi",1,crawled,1.0,skunk_vine_raw,False,role_fiber
VDD,4049,"Lá sắn, tươi","Cassava leaves, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",96.0,7.0,0.0,16.9,690.0,8280.0,295.0,200.0,1.9,0.0,0.0,0.0,0.0,0.0,"Cassava leaves, raw","Lá sắn, tươi",1,crawled,1.0,cassava_leaves_raw,False,role_fiber
VDD,4050,"Măng chua, măng tre","Bamboo shoot, fermented, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",28.0,1.4,0.0,5.5,1.25,15.0,9.0,8.54,0.43,0.52,4.27,0.0,41.76,0.0,"Bamboo shoot, fermented, raw","Măng chua, măng tre",1,crawled,1.0,bamboo_shoot_fermented_raw,False,role_fiber
VDD,4051,"Măng tre, khô","Bamboo shoot, dried","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",301.0,13.0,2.1,57.5,1.67,20.0,1.0,100.0,5.0,0.0,0.0,0.0,0.0,0.0,"Bamboo shoot, dried","Măng tre, khô",1,crawled,1.0,bamboo_shoot_dried,False,"is_dried,role_fiber"
VDD,4052,"Măng tây, tươi","Asparagus, white, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",24.0,2.2,0.14,3.36,37.79,449.0,10.0,21.0,0.9,0.54,2.0,0.0,14.0,0.0,"Asparagus, white, raw","Măng tây, tươi",1,crawled,1.0,asparagus_white_raw,False,role_fiber
VDD,4053,"Măng tre, tươi","Bamboo shoots, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",31.0,1.7,0.21,5.59,1.0,12.0,1.0,22.0,1.0,0.61,2.22,0.0,1.67,0.0,"Bamboo shoots, raw","Măng tre, tươi",1,crawled,1.0,bamboo_shoots_raw,False,role_fiber
VDD,4054,"Mướp, tươi","Gourd, sponge gourd, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",18.0,0.9,0.14,3.36,13.33,160.0,8.0,28.0,0.8,0.07,3.0,0.0,14.0,0.0,"Gourd, sponge gourd, raw","Mướp, tươi",1,crawled,1.0,gourd_sponge_gourd_raw,False,role_fiber
VDD,4054002,"Mướp, luộc","Gourd (sponge gourd), boiled","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",26.0,1.25,0.14,4.86,18.52,222.22,6.11,38.89,1.11,0.1,4.17,0.0,19.44,0.0,"Gourd (sponge gourd), boiled","Mướp, luộc",1,crawled,1.0,gourd_sponge_gourd_boiled,False,role_fiber
VDD,4055,"Mướp đắng, tươi","Balsam-pear,  Bitter gourd, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",20.0,0.9,0.0,4.1,23.54,190.0,22.0,18.0,0.6,0.8,5.0,0.0,17.0,0.0,"Balsam-pear,  Bitter gourd, raw","Mướp đắng, tươi",1,crawled,1.0,balsam_pear_bitter_gourd_raw,False,role_fiber
VDD,4055002,"Mướp đắng, luộc","Bitter gourd, boiled","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",21.0,0.91,0.1,4.14,23.78,191.92,12.22,18.18,0.61,0.81,5.05,0.0,17.17,0.0,"Bitter gourd, boiled","Mướp đắng, luộc",1,crawled,1.0,bitter_gourd_boiled,False,role_fiber
VDD,4056,"Mướp Nhật bản, tươi","Sponge gourd, Japanese origin, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",16.0,0.8,0.0,3.2,0.0,0.0,0.0,29.8,0.3,0.0,0.0,0.0,0.0,0.0,"Sponge gourd, Japanese origin, raw","Mướp Nhật bản, tươi",1,crawled,1.0,sponge_gourd_japanese_origin_raw,False,role_fiber
VDD,4057,"Ngải cứu, tươi","Mugwort, wormwood, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",33.0,3.8,0.0,4.4,0.0,0.0,0.0,136.3,3.1,0.0,98.0,0.0,63.0,0.0,"Mugwort, wormwood, raw","Ngải cứu, tươi",1,crawled,1.0,mugwort_wormwood_raw,False,role_fiber
VDD,4058,"Ngô bao tử, tươi","Baby corn, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",42.0,2.2,0.2,7.8,0.0,0.0,34.0,5.0,0.9,0.0,0.0,0.0,0.0,0.0,"Baby corn, raw","Ngô bao tử, tươi",1,crawled,1.0,baby_corn_raw,False,role_fiber
VDD,4059,"Ngó sen, tươi","Lotus, underground stem, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",65.0,1.0,0.07,15.13,0.83,10.0,25.0,19.0,0.5,0.39,40.0,0.0,23.0,0.0,"Lotus, underground stem, raw","Ngó sen, tươi",1,crawled,1.0,lotus_underground_stem_raw,False,role_fiber
VDD,4060,"Nụ mướp, tươi","Sponge gourd, young flower, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",36.0,4.9,0.0,4.0,0.0,0.0,0.0,140.0,1.2,0.0,0.0,0.0,0.0,0.0,"Sponge gourd, young flower, raw","Nụ mướp, tươi",1,crawled,1.0,sponge_gourd_young_flower_raw,False,role_fiber
VDD,4061,"Ớt đỏ to, tươi","Peppers, red, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",31.0,0.99,0.3,6.04,156.58,1624.0,190.0,7.0,0.43,0.25,2.0,0.0,12.0,0.0,"Peppers, red, raw","Ớt đỏ to, tươi",1,crawled,1.0,peppers_red_raw,False,role_fiber
VDD,4062,"Ớt vàng to, tươi","Peppers, yellow, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",34.0,1.3,0.03,7.1,436.88,3607.0,250.0,86.0,3.6,0.32,14.5,0.0,12.0,0.0,"Peppers, yellow, raw","Ớt vàng to, tươi",1,crawled,1.0,peppers_yellow_raw,False,role_fiber
VDD,4063,"Ớt xanh to, tươi","Peppers, green, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",31.0,1.3,0.13,6.07,17.42,198.0,103.0,6.0,0.8,0.13,3.0,0.0,10.0,0.0,"Peppers, green, raw","Ớt xanh to, tươi",1,crawled,1.0,peppers_green_raw,False,role_fiber
VDD,4064,"Quả dọc, tươi","Bira tai, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",19.0,0.8,0.0,3.9,0.0,0.0,0.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,"Bira tai, raw","Quả dọc, tươi",1,crawled,1.0,bira_tai_raw,False,role_fiber
VDD,4065,"Quả me chua, tươi","Tamarind fruit, pulp, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",35.0,1.9,0.0,6.8,0.83,10.0,12.0,130.0,0.4,0.0,0.0,0.0,0.0,0.0,"Tamarind fruit, pulp, raw","Quả me chua, tươi",1,crawled,1.0,tamarind_fruit_pulp_raw,False,role_fiber
VDD,4066,"Rau bí, tươi","Pumpkin leaves, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",26.0,2.7,0.28,3.12,161.67,1940.0,11.0,100.0,2.1,0.45,17.21,0.0,18.02,0.0,"Pumpkin leaves, raw","Rau bí, tươi",1,crawled,1.0,pumpkin_leaves_raw,False,role_fiber
VDD,4066002,"Rau bí, luộc","Pumpkin leaves, boiled","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",27.0,2.84,0.22,3.58,170.18,2042.11,6.37,105.26,2.21,0.47,18.12,0.0,18.97,0.0,"Pumpkin leaves, boiled","Rau bí, luộc",1,crawled,1.0,pumpkin_leaves_boiled,False,role_fiber
VDD,4067,"Rau câu, khô","Seaweed, dried","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",281.0,11.2,1.1,56.6,0.0,0.0,0.0,378.0,8.8,5.8,102.0,0.0,770.0,0.0,"Seaweed, dried","Rau câu, khô",1,crawled,1.0,seaweed_dried,False,"is_dried,role_fiber"
VDD,4068,"Rau câu, tươi","Seaweed, fresh","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",45.0,1.9,0.1,9.1,0.0,0.0,0.0,85.0,0.9,0.58,9.0,0.0,67.0,0.0,"Seaweed, fresh","Rau câu, tươi",1,crawled,1.0,seaweed_fresh,False,role_fiber
VDD,4069,"Rau diếp, tươi","Lettuce, garden, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",15.0,1.2,0.11,2.39,370.25,4443.0,30.0,38.0,1.1,0.4,14.0,0.0,18.0,0.0,"Lettuce, garden, raw","Rau diếp, tươi",1,crawled,1.0,lettuce_garden_raw,False,role_fiber
VDD,4070,"Rau đay, tươi","Jute potherb, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",31.0,2.8,0.18,4.52,380.0,4560.0,77.0,182.0,7.7,0.79,16.12,0.0,78.61,0.0,"Jute potherb, raw","Rau đay, tươi",1,crawled,1.0,jute_potherb_raw,False,role_fiber
VDD,4071,"Rau giấp cá, diếp cá, tươi","Lizard tail,  fishwort, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",30.0,2.9,0.0,4.5,51.67,620.0,68.0,0.0,0.0,0.0,72.0,0.0,81.0,0.0,"Lizard tail,  fishwort, raw","Rau giấp cá, diếp cá, tươi",1,crawled,1.0,lizard_tail_fishwort_raw,False,"allergen_seafood,role_fiber,role_protein"
VDD,4072,"Rau giền cơm, tươi","Amaranth, spineless, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",27.0,3.4,0.31,2.69,441.67,5300.0,63.0,341.0,4.1,0.9,20.0,0.0,55.0,0.0,"Amaranth, spineless, raw","Rau giền cơm, tươi",1,crawled,1.0,amaranth_spineless_raw,False,"role_carb,role_fiber"
VDD,4072002,"Rau giền cơm, luộc","Amaranth, green, boiled","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",29.0,3.47,0.31,3.06,450.68,5408.16,35.36,347.96,4.18,0.92,20.41,0.0,56.12,0.0,"Amaranth, green, boiled","Rau giền cơm, luộc",1,crawled,1.0,amaranth_green_boiled,False,"role_carb,role_fiber"
VDD,4073,"Rau giền đỏ, tươi","Amaranth, sp. Red, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",47.0,3.3,0.31,7.79,340.0,4080.0,89.0,288.0,5.4,0.5,55.8,0.0,164.0,0.0,"Amaranth, sp. Red, raw","Rau giền đỏ, tươi",1,crawled,1.0,amaranth_sp_red_raw,False,role_fiber
VDD,4073002,"Rau giền đỏ, luộc","Amaranth, red, boiled","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",48.0,3.37,0.31,7.96,346.94,4163.27,49.95,293.88,5.51,0.51,56.94,0.0,167.35,0.0,"Amaranth, red, boiled","Rau giền đỏ, luộc",1,crawled,1.0,amaranth_red_boiled,False,role_fiber
VDD,4074,"Rau giền trắng, tươi","Amaranth, sp White, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",48.0,3.2,0.4,7.8,237.92,2855.0,27.0,288.0,6.1,0.0,0.0,0.0,0.0,0.0,"Amaranth, sp White, raw","Rau giền trắng, tươi",1,crawled,1.0,amaranth_sp_white_raw,False,role_fiber
VDD,4074002,"Rau giền trắng, luộc","Amaranth, white, boiled","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",49.0,3.27,0.41,7.96,242.77,2913.27,15.15,293.88,6.22,0.0,0.0,0.0,0.0,0.0,"Amaranth, white, boiled","Rau giền trắng, luộc",1,crawled,1.0,amaranth_white_boiled,False,role_fiber
VDD,4075,"Rau húng, tươi","Basil sweet leaves, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",34.0,2.2,0.52,5.08,263.75,3142.0,27.0,202.0,4.8,0.91,91.0,0.0,73.13,0.0,"Basil sweet leaves, raw","Rau húng, tươi",1,crawled,1.0,basil_sweet_leaves_raw,False,role_fiber
VDD,4076,"Rau khoai lang, tươi","Sweet potato leaves, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",28.0,2.6,0.21,3.99,152.5,1830.0,11.0,48.0,2.7,0.29,19.01,0.0,60.11,0.0,"Sweet potato leaves, raw","Rau khoai lang, tươi",1,crawled,1.0,sweet_potato_leaves_raw,False,"role_carb,role_fiber"
VDD,4076002,"Rau khoai lang, luộc","Sweet potato leaves, boiled","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",28.0,2.65,0.14,4.29,155.61,1867.35,6.17,48.98,2.76,0.3,19.4,0.0,61.34,0.0,"Sweet potato leaves, boiled","Rau khoai lang, luộc",1,crawled,1.0,sweet_potato_leaves_boiled,False,"role_carb,role_fiber"
VDD,4077,"Rau kinh giới, tươi","Vietnamese Balm, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",36.0,2.7,0.0,6.4,363.33,4360.0,110.0,246.0,1.0,0.52,2.0,0.0,89.02,0.0,"Vietnamese Balm, raw","Rau kinh giới, tươi",1,crawled,1.0,vietnamese_balm_raw,False,role_fiber
VDD,4078,"Rau má rừng, tươi","Wild centella, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",31.0,3.1,0.0,4.6,21.67,260.0,20.0,172.0,0.2,0.0,0.0,0.0,0.0,0.0,"Wild centella, raw","Rau má rừng, tươi",1,crawled,1.0,wild_centella_raw,False,role_fiber
VDD,4079,"Rau má, má mơ, tươi","Centella, gotu kola, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",38.0,3.2,0.0,6.3,108.33,1300.0,37.0,229.0,3.1,0.0,0.0,0.0,0.0,0.0,"Centella, gotu kola, raw","Rau má, má mơ, tươi",1,crawled,1.0,centella_gotu_kola_raw,False,role_fiber
VDD,4080,"Rau mồng tơi, tươi","Malabar, Ceylon spinach, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",24.0,2.0,0.0,3.9,160.0,1920.0,72.0,176.0,1.6,0.54,37.5,0.0,94.23,0.0,"Malabar, Ceylon spinach, raw","Rau mồng tơi, tươi",1,crawled,1.0,malabar_ceylon_spinach_raw,False,role_fiber
VDD,4080002,"Rau mồng tơi, luộc","Malabar nightshade, boiled","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",24.0,2.04,0.0,3.98,163.27,1959.18,40.41,179.59,1.63,0.55,38.27,0.0,96.15,0.0,"Malabar nightshade, boiled","Rau mồng tơi, luộc",1,crawled,1.0,malabar_nightshade_boiled,False,role_fiber
VDD,4081,"Rau mùi, tươi","Coriander, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",22.0,2.6,0.33,2.17,337.42,3930.0,140.0,133.0,4.5,0.5,46.0,0.0,26.0,0.0,"Coriander, raw","Rau mùi, tươi",1,crawled,1.0,coriander_raw,False,role_fiber
VDD,4082,"Rau mùi tàu, tươi","Parsley, curley, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",30.0,2.1,0.55,4.25,420.0,5040.0,177.0,20.0,2.9,0.41,38.6,0.0,34.77,0.0,"Parsley, curley, raw","Rau mùi tàu, tươi",1,crawled,1.0,parsley_curley_raw,False,role_fiber
VDD,4083,"Rau muống,  tươi","Water spinach, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",28.0,3.2,0.24,3.26,141.75,1701.0,20.0,100.0,1.4,0.35,37.4,0.0,14.83,0.0,"Water spinach, raw","Rau muống,  tươi",1,crawled,1.0,water_spinach_raw,False,role_fiber
VDD,4083002,"Rau muống, luộc","Water spinach, boiled","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",27.0,3.27,0.17,3.57,144.64,1735.71,11.22,102.04,1.43,0.36,38.16,0.0,15.13,0.0,"Water spinach, boiled","Rau muống, luộc",1,crawled,1.0,water_spinach_boiled,False,role_fiber
VDD,4084,"Rau muống, khô","Water spinach, dried","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",293.0,34.2,1.8,35.0,1083.0,12996.0,10.0,880.0,15.2,0.0,0.0,0.0,0.0,0.0,"Water spinach, dried","Rau muống, khô",1,crawled,1.0,water_spinach_dried,False,"is_dried,role_fiber"
VDD,4085,"Rau ngổ, tươi","Buffalo spinach, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",24.0,1.5,0.0,4.4,193.75,2325.0,78.0,84.0,2.2,1.48,5.1,0.0,0.0,0.0,"Buffalo spinach, raw","Rau ngổ, tươi",1,crawled,1.0,buffalo_spinach_raw,False,role_fiber
VDD,4086,"Rau ngót, tươi","Sauropus, sp. Leaves, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",45.0,5.3,0.0,5.9,591.38,6810.0,53.0,169.0,2.7,0.94,24.5,0.0,122.82,0.0,"Sauropus, sp. Leaves, raw","Rau ngót, tươi",1,crawled,1.0,sauropus_sp_leaves_raw,False,role_fiber
VDD,4087,"Rau ngót, khô","Sauropus, dried","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",299.0,32.2,2.6,36.8,130.0,1560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Sauropus, dried","Rau ngót, khô",1,crawled,1.0,sauropus_dried,False,"is_dried,role_fiber"
VDD,4088,"Rau răm, tươi","Vietnamese mint, hot mint, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",45.0,4.7,0.0,6.6,0.0,0.0,57.0,316.0,2.2,1.05,5.0,0.0,27.7,0.0,"Vietnamese mint, hot mint, raw","Rau răm, tươi",1,crawled,1.0,vietnamese_mint_hot_mint_raw,False,role_fiber
VDD,4089,"Rau rút, tươi","Water mimosa,  raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",35.0,5.1,0.0,3.7,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,"Water mimosa,  raw","Rau rút, tươi",1,crawled,1.0,water_mimosa_raw,False,role_fiber
VDD,4090,"Rau sà lách, tươi","Lettuce, garden asparagus, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",18.0,1.5,0.27,2.43,87.5,1050.0,15.0,77.0,0.9,0.4,58.5,0.0,18.0,0.0,"Lettuce, garden asparagus, raw","Rau sà lách, tươi",1,crawled,1.0,lettuce_garden_asparagus_raw,False,role_fiber
VDD,4091,"Rau sam, tươi","Purslane, pursley, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",20.0,1.4,0.0,3.7,13.33,160.0,26.0,85.0,1.5,0.0,0.0,0.0,0.0,0.0,"Purslane, pursley, raw","Rau sam, tươi",1,crawled,1.0,purslane_pursley_raw,False,role_fiber
VDD,4092,"Rau sắng chùa hương, tươi",,"Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",62.0,6.5,0.0,8.9,0.0,0.0,114.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Rau sắng chùa hương, tươi",1,crawled,1.0,rau_sang_chua_huong_tuoi,False,role_fiber
VDD,4093,"Rau tàu bay, tươi","Redflower ragleaf, fireweed, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",24.0,2.5,0.0,3.5,141.67,1700.0,10.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,"Redflower ragleaf, fireweed, raw","Rau tàu bay, tươi",1,crawled,1.0,redflower_ragleaf_fireweed_raw,False,role_fiber
VDD,4094,"Rau thơm, tươi","Mint leaves, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",30.0,2.0,0.0,5.4,296.67,3560.0,41.0,170.0,3.8,0.56,6.3,0.0,0.0,0.0,"Mint leaves, raw","Rau thơm, tươi",1,crawled,1.0,mint_leaves_raw,False,role_fiber
VDD,4095,"Quả sấu xanh, tươi","Fruit of Dracontomelon duperreanum, immature, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",19.0,1.8,0.0,3.0,0.0,0.0,0.0,134.5,0.0,0.0,0.0,0.0,0.0,0.0,"Fruit of Dracontomelon duperreanum, immature, raw","Quả sấu xanh, tươi",1,crawled,1.0,fruit_of_dracontomelon_duperreanum_immature_raw,False,role_fiber
VDD,4096,"Củ su hào, tươi","Kohlrabi, turnip cabbage, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",44.0,2.8,0.07,7.93,1.83,22.0,33.0,46.0,0.6,0.45,52.8,0.0,19.0,0.0,"Kohlrabi, turnip cabbage, raw","Củ su hào, tươi",1,crawled,1.0,kohlrabi_turnip_cabbage_raw,False,role_fiber
VDD,4096002,"Su hào, luộc","Kohlrabi, boiled","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",48.0,3.11,0.05,8.89,2.04,24.44,20.17,51.11,0.67,0.5,58.67,0.0,21.11,0.0,"Kohlrabi, boiled","Su hào, luộc",1,crawled,1.0,kohlrabi_boiled,False,role_fiber
VDD,4097,"Củ su hào, khô","Kohlrabi, turnip cabbage, dried","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",311.0,20.0,1.4,54.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kohlrabi, turnip cabbage, dried","Củ su hào, khô",1,crawled,1.0,kohlrabi_turnip_cabbage_dried,False,"is_dried,role_fiber"
VDD,4098,"Quả su su, tươi","Chayote, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",23.0,0.8,0.1,4.6,0.0,0.0,4.0,17.0,0.4,0.74,2.0,0.0,12.0,0.0,"Chayote, raw","Quả su su, tươi",1,crawled,1.0,chayote_raw,False,role_fiber
VDD,4098002,"Su su, luộc","Chayote frui, boiled","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",24.0,0.88,0.06,5.16,0.0,0.0,2.42,18.68,0.44,0.81,2.2,0.0,13.19,0.0,"Chayote frui, boiled","Su su, luộc",1,crawled,1.0,chayote_frui_boiled,False,role_fiber
VDD,4099,"Súp lơ trắng, tươi","Cauliflower, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",34.0,2.5,0.15,5.65,0.67,8.0,34.0,26.0,1.4,0.2,20.0,0.0,22.0,0.0,"Cauliflower, raw","Súp lơ trắng, tươi",1,crawled,1.0,cauliflower_raw,False,role_fiber
VDD,4099002,"Súp lơ trắng, luộc","Cauli/Brocco, Cauliflower, boiled","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",29.0,2.17,0.09,5.04,0.58,6.96,16.26,22.61,1.22,0.17,17.39,0.0,19.13,0.0,"Cauli/Brocco, Cauliflower, boiled","Súp lơ trắng, luộc",1,crawled,1.0,caulibrocco_cauliflower_boiled,False,role_fiber
VDD,4100,"Súp lơ xanh, tươi","Broccoli, raw","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",39.0,2.95,0.3,6.08,7.75,93.0,88.1,33.0,0.73,0.64,23.0,0.0,20.0,0.0,"Broccoli, raw","Súp lơ xanh, tươi",1,crawled,1.0,broccoli_raw,False,role_fiber
VDD,4100002,"Súp lơ xanh, luộc","Cauli/Brocco, Broccoli, boiled","Rau, quả, củ dùng làm rau","Vegetables, fruits, tubers used as vegetables",34.0,2.57,0.26,5.29,6.74,80.87,42.13,28.7,0.63,0.56,20.0,0.0,17.39,0.0,"Cauli/Brocco, Broccoli, boiled","Súp lơ xanh, luộc",1,crawled,1.0,caulibrocco_broccoli_boiled,False,role_fiber
