source,source_id,name_vi,name_en,category,category_en,nang_luong_kcal,chat_dam_g,chat_beo_g,chat_bot_duong_g,vitamin_a_mcg,beta_carotene_mcg,vitamin_c_mg,calcium_mg,iron_mg,zinc_mg,sodium_mg,cholesterol_mg,magnesium_mg,transfat_mg,canonical_name_en,alias_vi,source_priority,match_type,confidence_score,canonical_key,is_estimated,tags
VDD,14014,"Rượu vang trắng (cồn 9,5 g)",White wine (9.5% alcohol),Nước giải khát,Soft drinks,66.0,0.1,0.0,0.2,0.0,0.0,0.0,9.0,0.5,0.06,4.0,0.0,8.0,0.0,White wine (9.5% alcohol),"Rượu vang trắng (cồn 9,5 g)",1,crawled,1.0,white_wine_95_alcohol,False,
VDD,14015,Rượu vang trắng ngọt (cồn 10.2 g),"White wine, sweet (10.2% alcohol)",Nước giải khát,Soft drinks,96.0,0.2,0.0,5.9,0.0,0.0,0.0,14.0,0.58,0.06,13.0,0.0,11.0,0.0,"White wine, sweet (10.2% alcohol)",Rượu vang trắng ngọt (cồn 10.2 g),1,crawled,1.0,white_wine_sweet_102_alcohol,False,
VDD,14016,"Rượu Whisky (cồn 35,2 g)",Whisky liqueur (35.2% alcohol),Nước giải khát,Soft drinks,246.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,Whisky liqueur (35.2% alcohol),"Rượu Whisky (cồn 35,2 g)",1,crawled,1.0,whisky_liqueur_352_alcohol,False,
VDD,14026,Cà phê sữa hòa tan,,Nước giải khát,Soft drinks,392.0,2.36,0.36,94.9,0.0,0.0,0.0,28.0,0.89,0.08,8.0,0.0,0.0,0.0,,Cà phê sữa hòa tan,1,crawled,1.0,ca_phe_sua_hoa_tan,False,allergen_milk
VDD,14040,Nước mía,,Nước giải khát,Soft drinks,79.6,0.0,0.0,20.2,0.0,0.0,0.0,7.0,0.1,0.02,43.0,0.0,0.0,0.0,,Nước mía,1,crawled,1.0,nuoc_mia,False,
VDD,14047,Nước ép dưa hấu,"Juice, watermelon",Nước giải khát,Soft drinks,34.0,0.61,0.15,7.55,28.0,303.0,8.1,7.0,0.24,0.1,1.0,0.0,10.0,0.0,"Juice, watermelon",Nước ép dưa hấu,1,crawled,1.0,juice_watermelon,False,
VDD,14054,Nước ép đào đóng hộp,"Juice  packaged, Peach ",Nước giải khát,Soft drinks,57.0,0.27,0.02,13.92,13.0,128.0,5.3,5.0,0.19,0.08,7.0,0.0,4.0,0.0,"Juice  packaged, Peach ",Nước ép đào đóng hộp,1,crawled,1.0,juice_packaged_peach,False,is_processed
VDD,14057,Nước đá,Ice,Nước giải khát,Soft drinks,1.0,0.0,0.0,0.02,0.0,0.0,0.0,4.9,0.01,0.0,0.0,0.0,0.0,0.0,Ice,Nước đá,1,crawled,1.0,ice,False,
VDD,14068,Nước giải khát vitamin C,,Nước giải khát,Soft drinks,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Nước giải khát vitamin C,1,crawled,1.0,nuoc_giai_khat_vitamin_c,False,
VDD,14069,Trà Neste,,Nước giải khát,Soft drinks,1.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,1.0,0.0,0.0,0.0,,Trà Neste,1,crawled,1.0,tra_neste,False,
VDD,14070,Trà túi lọc,,Nước giải khát,Soft drinks,1.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,1.0,0.0,0.0,0.0,,Trà túi lọc,1,crawled,1.0,tra_tui_loc,False,
VDD,15001,Bánh bao chiên có nhân,"Filled steamed bread, fried",Thức ăn truyền thống,Traditional food,177.0,2.3,10.1,19.31,0.0,0.0,0.0,108.3,1.55,0.4,0.0,0.0,0.0,0.0,"Filled steamed bread, fried",Bánh bao chiên có nhân,1,crawled,1.0,filled_steamed_bread_fried,False,"allergen_wheat,role_carb"
VDD,15002,Bánh bèo,Bloating Fern-shaped cake,Thức ăn truyền thống,Traditional food,118.0,1.8,4.2,18.15,0.0,0.0,0.0,84.8,2.45,0.52,0.0,0.0,0.0,0.0,Bloating Fern-shaped cake,Bánh bèo,1,crawled,1.0,bloating_fern_shaped_cake,False,
VDD,15003,Bánh bột lọc,Rice dumpling cake,Thức ăn truyền thống,Traditional food,137.0,6.8,4.3,17.74,0.0,0.0,0.0,104.9,1.88,0.45,0.0,0.0,0.0,0.0,Rice dumpling cake,Bánh bột lọc,1,crawled,1.0,rice_dumpling_cake,False,"is_powder,role_carb"
VDD,15004,Bánh chay,"Stuffed sticky rice balls, large",Thức ăn truyền thống,Traditional food,156.0,3.3,3.1,28.71,0.0,0.0,0.0,12.2,0.78,0.32,0.0,0.0,0.0,0.0,"Stuffed sticky rice balls, large",Bánh chay,1,crawled,1.0,stuffed_sticky_rice_balls_large,False,role_carb
VDD,15005,Bánh chín tầng mây,,Thức ăn truyền thống,Traditional food,169.0,0.2,0.6,40.77,0.0,0.0,0.0,58.4,0.94,0.89,0.0,0.0,0.0,0.0,,Bánh chín tầng mây,1,crawled,1.0,banh_chin_tang_may,False,
VDD,15006,Bánh chưng,Stuffed sticky rice cake,Thức ăn truyền thống,Traditional food,181.0,4.3,4.2,31.6,0.0,0.0,0.0,25.6,0.94,1.4,0.0,0.0,0.0,0.0,Stuffed sticky rice cake,Bánh chưng,1,crawled,1.0,stuffed_sticky_rice_cake,False,role_carb
VDD,15007,Bánh chuối,Banana cake,Thức ăn truyền thống,Traditional food,297.0,2.0,14.2,40.34,0.0,0.0,0.0,123.7,1.1,0.45,0.0,0.0,0.0,0.0,Banana cake,Bánh chuối,1,crawled,1.0,banana_cake,False,role_fiber
VDD,15008,Bánh cốm,Young rice cake,Thức ăn truyền thống,Traditional food,250.0,3.4,0.3,58.5,0.0,0.0,0.0,27.9,0.6,0.77,0.0,0.0,0.0,0.0,Young rice cake,Bánh cốm,1,crawled,1.0,young_rice_cake,False,role_carb
VDD,15009,Bánh cuốn,Stuffed pancake,Thức ăn truyền thống,Traditional food,129.0,3.0,5.3,17.4,0.0,0.0,0.0,73.4,0.5,0.19,0.0,0.0,0.0,0.0,Stuffed pancake,Bánh cuốn,1,crawled,1.0,stuffed_pancake,False,
VDD,15010,Bánh cuốn nóng nhân thịt,"Stuffed pancake, with pork",Thức ăn truyền thống,Traditional food,102.0,2.1,2.6,17.65,0.0,0.0,0.0,70.0,0.92,0.44,0.0,0.0,0.0,0.0,"Stuffed pancake, with pork",Bánh cuốn nóng nhân thịt,1,crawled,1.0,stuffed_pancake_with_pork,False,"allergen_pork,role_protein"
VDD,15011,Bánh dẻo nhân thập cẩm,Sticky rice cake (filled with preserved fruit and meat),Thức ăn truyền thống,Traditional food,349.0,5.0,9.8,60.3,0.0,0.0,0.0,28.7,1.2,0.55,0.0,0.0,0.0,0.0,Sticky rice cake (filled with preserved fruit and meat),Bánh dẻo nhân thập cẩm,1,crawled,1.0,sticky_rice_cake_filled_with_preserved_fruit_and_meat,False,"role_carb,role_fiber"
VDD,15012,Bánh dẻo nhân trứng,Sticky rice cake (filled with egg),Thức ăn truyền thống,Traditional food,338.0,7.4,8.2,58.6,0.0,0.0,0.0,31.5,1.5,0.8,0.0,0.0,0.0,0.0,Sticky rice cake (filled with egg),Bánh dẻo nhân trứng,1,crawled,1.0,sticky_rice_cake_filled_with_egg,False,"allergen_egg,role_carb,role_protein"
VDD,15013,Bánh đúc nguội,"Plain rice flan; rice cake made of rice flour, and lime water",Thức ăn truyền thống,Traditional food,88.0,2.0,2.1,15.36,0.0,0.0,0.0,55.7,0.61,0.2,0.0,0.0,0.0,0.0,"Plain rice flan; rice cake made of rice flour, and lime water",Bánh đúc nguội,1,crawled,1.0,plain_rice_flan_rice_cake_made_of_rice_flour_and_lime_water,False,role_carb
VDD,15014,Bánh đúc nóng,"Plain rice flan; rice cake made of rice flour, and lime water, hot",Thức ăn truyền thống,Traditional food,108.0,3.9,6.3,8.95,0.0,0.0,0.0,61.3,1.48,0.33,0.0,0.0,0.0,0.0,"Plain rice flan; rice cake made of rice flour, and lime water, hot",Bánh đúc nóng,1,crawled,1.0,plain_rice_flan_rice_cake_made_of_rice_flour_and_lime_water_hot,False,role_carb
VDD,15015,Bánh gai,Stuffed sticky rice cake with ramie leaves,Thức ăn truyền thống,Traditional food,251.0,4.7,2.5,52.3,0.0,0.0,0.0,239.5,11.8,0.56,0.0,0.0,0.0,0.0,Stuffed sticky rice cake with ramie leaves,Bánh gai,1,crawled,1.0,stuffed_sticky_rice_cake_with_ramie_leaves,False,role_carb
VDD,15016,Bánh gio,Sticky rice cake with ash water,Thức ăn truyền thống,Traditional food,173.0,2.0,0.4,40.44,0.0,0.0,0.0,173.4,1.18,0.58,0.0,0.0,0.0,0.0,Sticky rice cake with ash water,Bánh gio,1,crawled,1.0,sticky_rice_cake_with_ash_water,False,role_carb
VDD,15017,Bánh giò,"Pyramidal rice dumpling (filled with meat, onion, mushroom), meat pie",Thức ăn truyền thống,Traditional food,234.0,2.8,17.5,16.3,0.0,0.0,0.0,33.5,0.37,1.21,0.0,0.0,0.0,0.0,"Pyramidal rice dumpling (filled with meat, onion, mushroom), meat pie",Bánh giò,1,crawled,1.0,pyramidal_rice_dumpling_filled_with_meat_onion_mushroom_meat_pie,False,"role_carb,role_fiber"
VDD,15018,Bánh khoai,Cake made of sweet potato meal (mixed with rice flour,Thức ăn truyền thống,Traditional food,141.0,4.1,1.6,27.64,0.0,0.0,0.0,4.7,1.05,0.57,0.0,0.0,0.0,0.0,Cake made of sweet potato meal (mixed with rice flour,Bánh khoai,1,crawled,1.0,cake_made_of_sweet_potato_meal_mixed_with_rice_flour,False,role_carb
VDD,15019,Bánh khoái,Plain rice flan,Thức ăn truyền thống,Traditional food,159.0,0.6,10.2,16.26,0.0,0.0,0.0,82.3,1.48,0.22,0.0,0.0,0.0,0.0,Plain rice flan,Bánh khoái,1,crawled,1.0,plain_rice_flan,False,role_carb
VDD,15020,Bánh khoai sọ chiên,"Taro cake, fried",Thức ăn truyền thống,Traditional food,197.0,5.6,8.3,24.9,0.0,0.0,0.0,93.9,1.08,1.12,0.0,0.0,0.0,0.0,"Taro cake, fried",Bánh khoai sọ chiên,1,crawled,1.0,taro_cake_fried,False,
VDD,15021,Bánh khúc,Cake made of glutinous rice mixed with everlasting gnaphalium leaves (filled with green bean paste and sprinkled with grains of cooked glutinous rice),Thức ăn truyền thống,Traditional food,249.0,4.1,3.8,49.7,0.0,0.0,0.0,27.5,1.13,1.57,0.0,0.0,0.0,0.0,Cake made of glutinous rice mixed with everlasting gnaphalium leaves (filled with green bean paste and sprinkled with grains of cooked glutinous rice),Bánh khúc,1,crawled,1.0,cake_made_of_glutinous_rice_mixed_with_everlasting_gnaphalium_leaves_filled_with_green_bean_paste_and_sprinkled_with_grains_of_cooked_glutinous_rice,False,role_carb
VDD,15022,Bánh mè,"Bread with egg and sesame seed, fried",Thức ăn truyền thống,Traditional food,482.0,5.5,26.5,55.42,0.0,0.0,0.0,94.4,2.44,0.79,0.0,0.0,0.0,0.0,"Bread with egg and sesame seed, fried",Bánh mè,1,crawled,1.0,bread_with_egg_and_sesame_seed_fried,False,"allergen_egg,allergen_wheat,role_carb,role_protein"
VDD,15023,Bánh mì xíu mại,Bread with egg and beef,Thức ăn truyền thống,Traditional food,189.0,11.3,7.5,19.0,0.0,0.0,0.0,56.6,1.52,3.4,0.0,0.0,0.0,0.0,Bread with egg and beef,Bánh mì xíu mại,1,crawled,1.0,bread_with_egg_and_beef,False,"allergen_beef,allergen_egg,allergen_wheat,role_carb,role_protein"
VDD,15024,Bánh mỳ patê,Bread with pate,Thức ăn truyền thống,Traditional food,266.0,9.8,11.0,31.9,0.0,0.0,0.0,40.3,3.45,0.74,0.0,0.0,0.0,0.0,Bread with pate,Bánh mỳ patê,1,crawled,1.0,bread_with_pate,False,"allergen_wheat,is_processed,role_carb"
VDD,15025,Bánh nếp,Sticky rice cake,Thức ăn truyền thống,Traditional food,216.0,5.0,3.2,41.77,0.0,0.0,0.0,16.8,1.29,0.5,0.0,0.0,0.0,0.0,Sticky rice cake,Bánh nếp,1,crawled,1.0,sticky_rice_cake,False,role_carb
VDD,15026,Bánh nướng nhân thập cẩm,Pie filled with various fruit and meat,Thức ăn truyền thống,Traditional food,386.0,5.2,14.8,58.1,0.0,0.0,0.0,42.9,2.1,0.84,0.0,0.0,0.0,0.0,Pie filled with various fruit and meat,Bánh nướng nhân thập cẩm,1,crawled,1.0,pie_filled_with_various_fruit_and_meat,False,role_fiber
VDD,15027,Bánh nướng nhân trứng đỗ xanh,Pie filled with egg and mungbean,Thức ăn truyền thống,Traditional food,371.0,9.6,13.9,51.9,0.0,0.0,0.0,55.1,2.6,1.31,0.0,0.0,0.0,0.0,Pie filled with egg and mungbean,Bánh nướng nhân trứng đỗ xanh,1,crawled,1.0,pie_filled_with_egg_and_mungbean,False,"allergen_egg,role_protein"
VDD,15028,"Bánh phu thê (su sê, xu xuê)",Yellow-coloured wedding pastry,Thức ăn truyền thống,Traditional food,185.0,2.1,1.3,41.1,0.0,0.0,0.0,12.8,1.21,0.2,0.0,0.0,0.0,0.0,Yellow-coloured wedding pastry,"Bánh phu thê (su sê, xu xuê)",1,crawled,1.0,yellow_coloured_wedding_pastry,False,
VDD,15029,Bánh rán bọc đường,"Rice cake, fried with sugar",Thức ăn truyền thống,Traditional food,318.0,3.7,9.1,55.42,0.0,0.0,0.0,35.4,0.67,0.42,0.0,0.0,0.0,0.0,"Rice cake, fried with sugar",Bánh rán bọc đường,1,crawled,1.0,rice_cake_fried_with_sugar,False,role_carb
VDD,15030,Bánh tẻ,"Rice cake,, filled with meat",Thức ăn truyền thống,Traditional food,104.0,1.5,3.2,17.23,0.0,0.0,0.0,59.4,0.71,0.34,0.0,0.0,0.0,0.0,"Rice cake,, filled with meat",Bánh tẻ,1,crawled,1.0,rice_cake_filled_with_meat,False,role_carb
VDD,15031,Bánh tôm,Crisp shrimp pastry,Thức ăn truyền thống,Traditional food,204.0,4.0,10.8,22.64,0.0,0.0,0.0,232.4,2.54,0.43,0.0,0.0,0.0,0.0,Crisp shrimp pastry,Bánh tôm,1,crawled,1.0,crisp_shrimp_pastry,False,"allergen_seafood,role_protein"
VDD,15032,Bánh trôi,Stuffed sticky rice balls,Thức ăn truyền thống,Traditional food,202.0,2.8,0.6,46.37,0.0,0.0,0.0,16.1,1.86,0.45,0.0,0.0,0.0,0.0,Stuffed sticky rice balls,Bánh trôi,1,crawled,1.0,stuffed_sticky_rice_balls,False,role_carb
VDD,15033,Bún bò Nam bộ,"Vermicelli noodles with beef, southern style",Thức ăn truyền thống,Traditional food,81.0,3.2,0.6,15.73,0.0,0.0,0.0,87.3,0.55,0.13,0.0,0.0,0.0,0.0,"Vermicelli noodles with beef, southern style",Bún bò Nam bộ,1,crawled,1.0,vermicelli_noodles_with_beef_southern_style,False,"allergen_beef,clean_protein,role_protein"
VDD,15034,Bún chả,Vermicelli noodles with grilled pork,Thức ăn truyền thống,Traditional food,136.0,6.1,4.4,17.9,0.0,0.0,0.0,91.1,0.99,0.77,0.0,0.0,0.0,0.0,Vermicelli noodles with grilled pork,Bún chả,1,crawled,1.0,vermicelli_noodles_with_grilled_pork,False,"allergen_pork,clean_protein,role_protein"
VDD,15035,Bún cua,Vermicelli noodles with fresh water crab,Thức ăn truyền thống,Traditional food,53.0,2.1,0.9,9.1,0.0,0.0,0.0,97.9,2.07,0.4,0.0,0.0,0.0,0.0,Vermicelli noodles with fresh water crab,Bún cua,1,crawled,1.0,vermicelli_noodles_with_fresh_water_crab,False,"allergen_seafood,clean_protein,role_protein"
VDD,15036,Bún đậu,"Vermicelli noodles with tofu, dried",Thức ăn truyền thống,Traditional food,151.0,3.0,6.4,20.3,0.0,0.0,0.0,226.8,1.75,0.37,0.0,0.0,0.0,0.0,"Vermicelli noodles with tofu, dried",Bún đậu,1,crawled,1.0,vermicelli_noodles_with_tofu_dried,False,"allergen_soy,is_dried"
VDD,15037,Bún dọc mùng,Vermicelli noodles with giant elephant ear stem,Thức ăn truyền thống,Traditional food,408.0,3.0,2.6,8.3,0.0,0.0,0.0,57.7,0.79,0.39,0.0,0.0,0.0,0.0,Vermicelli noodles with giant elephant ear stem,Bún dọc mùng,1,crawled,1.0,vermicelli_noodles_with_giant_elephant_ear_stem,False,
VDD,15038,Bún nem,Vermicelli noodles with pork rolls,Thức ăn truyền thống,Traditional food,120.0,3.3,3.9,17.8,0.0,0.0,0.0,139.2,1.08,0.15,0.0,0.0,0.0,0.0,Vermicelli noodles with pork rolls,Bún nem,1,crawled,1.0,vermicelli_noodles_with_pork_rolls,False,"allergen_pork,clean_protein,role_protein"
VDD,15039,Bún ốc,Vermicelli noodles with snail,Thức ăn truyền thống,Traditional food,62.0,3.1,0.7,10.9,0.0,0.0,0.0,181.1,1.78,0.29,0.0,0.0,0.0,0.0,Vermicelli noodles with snail,Bún ốc,1,crawled,1.0,vermicelli_noodles_with_snail,False,allergen_seafood
VDD,15040,Caramen,Caramel cake,Thức ăn truyền thống,Traditional food,109.0,5.2,4.1,12.81,0.0,0.0,0.0,83.2,0.94,0.47,0.0,0.0,0.0,0.0,Caramel cake,Caramen,1,crawled,1.0,caramel_cake,False,
VDD,15041,Chả quế,Roasted cinnamon pork,Thức ăn truyền thống,Traditional food,339.0,18.3,29.0,1.1,0.0,0.0,0.0,24.1,8.96,2.19,0.0,0.0,0.0,0.0,Roasted cinnamon pork,Chả quế,1,crawled,1.0,roasted_cinnamon_pork,False,"allergen_pork,clean_protein,role_protein"
VDD,15042,Cháo lòng, Pig's tripes soup,Thức ăn truyền thống,Traditional food,69.0,1.4,4.4,6.0,0.0,0.0,0.0,26.3,2.42,1.15,0.0,0.0,0.0,0.0, Pig's tripes soup,Cháo lòng,1,crawled,1.0,pigs_tripes_soup,False,
VDD,15043,Cháo sườn,Rice soup with pork rips,Thức ăn truyền thống,Traditional food,40.0,1.5,0.2,8.0,0.0,0.0,0.0,20.9,0.53,0.34,0.0,0.0,0.0,0.0,Rice soup with pork rips,Cháo sườn,1,crawled,1.0,rice_soup_with_pork_rips,False,"allergen_pork,clean_protein,role_carb,role_protein"
VDD,15044,Cháo trai,Rice soup with clams,Thức ăn truyền thống,Traditional food,49.0,2.2,0.7,8.4,0.0,0.0,0.0,37.2,1.66,0.92,0.0,0.0,0.0,0.0,Rice soup with clams,Cháo trai,1,crawled,1.0,rice_soup_with_clams,False,role_carb
VDD,15045,Chè bưởi,Sweets gruel with pomelo flavor,Thức ăn truyền thống,Traditional food,73.0,0.8,0.41,16.64,0.0,0.0,0.0,29.9,0.33,0.24,0.0,0.0,0.0,0.0,Sweets gruel with pomelo flavor,Chè bưởi,1,crawled,1.0,sweets_gruel_with_pomelo_flavor,False,is_dessert_snack
VDD,15046,Chè chuối,Sweets gruel with banana,Thức ăn truyền thống,Traditional food,82.0,1.37,0.87,17.08,0.0,0.0,0.0,84.6,0.88,0.44,0.0,0.0,0.0,0.0,Sweets gruel with banana,Chè chuối,1,crawled,1.0,sweets_gruel_with_banana,False,"is_dessert_snack,role_fiber"
VDD,15047,Chè cốm,Sweets gruel with young rice,Thức ăn truyền thống,Traditional food,80.0,0.23,0.32,19.04,0.0,0.0,0.0,54.2,0.34,0.13,0.0,0.0,0.0,0.0,Sweets gruel with young rice,Chè cốm,1,crawled,1.0,sweets_gruel_with_young_rice,False,is_dessert_snack
VDD,15048,Chè đỗ đen,Sweets gruel with black bean,Thức ăn truyền thống,Traditional food,79.0,1.21,0.26,18.02,0.0,0.0,0.0,29.2,1.25,0.36,0.0,0.0,0.0,0.0,Sweets gruel with black bean,Chè đỗ đen,1,crawled,1.0,sweets_gruel_with_black_bean,False,is_dessert_snack
VDD,15049,Chè đỗ đỏ,Sweets gruel with red bean,Thức ăn truyền thống,Traditional food,77.0,1.85,0.39,16.51,0.0,0.0,0.0,57.6,1.92,0.43,0.0,0.0,0.0,0.0,Sweets gruel with red bean,Chè đỗ đỏ,1,crawled,1.0,sweets_gruel_with_red_bean,False,is_dessert_snack
VDD,15050,Chè đỗ xanh,Sweets gruel with mungbean,Thức ăn truyền thống,Traditional food,79.0,1.35,0.39,17.54,0.0,0.0,0.0,52.2,0.46,0.23,0.0,0.0,0.0,0.0,Sweets gruel with mungbean,Chè đỗ xanh,1,crawled,1.0,sweets_gruel_with_mungbean,False,is_dessert_snack
VDD,15051,Chè hạt sen,Sweets gruel with lotus seed,Thức ăn truyền thống,Traditional food,75.0,1.25,0.13,17.12,0.0,0.0,0.0,81.5,0.68,0.45,0.0,0.0,0.0,0.0,Sweets gruel with lotus seed,Chè hạt sen,1,crawled,1.0,sweets_gruel_with_lotus_seed,False,is_dessert_snack
VDD,15052,Chè khoai sọ,Sweets gruel with taro,Thức ăn truyền thống,Traditional food,83.0,0.78,0.42,19.05,0.0,0.0,0.0,63.8,0.76,0.39,0.0,0.0,0.0,0.0,Sweets gruel with taro,Chè khoai sọ,1,crawled,1.0,sweets_gruel_with_taro,False,is_dessert_snack
VDD,15053,Chè ngô cốm,Sweets gruel with corn and young rice seeds,Thức ăn truyền thống,Traditional food,72.0,0.35,0.6,16.42,0.0,0.0,0.0,109.0,0.5,0.16,0.0,0.0,0.0,0.0,Sweets gruel with corn and young rice seeds,Chè ngô cốm,1,crawled,1.0,sweets_gruel_with_corn_and_young_rice_seeds,False,is_dessert_snack
VDD,15054,Chè sắn,Sweets gruel with Kudzu root,Thức ăn truyền thống,Traditional food,86.0,0.57,0.73,19.24,0.0,0.0,0.0,32.3,1.41,0.24,0.0,0.0,0.0,0.0,Sweets gruel with Kudzu root,Chè sắn,1,crawled,1.0,sweets_gruel_with_kudzu_root,False,is_dessert_snack
VDD,15055,Chè Thái,"Sweets gruel, Thailand style",Thức ăn truyền thống,Traditional food,82.0,0.72,0.51,18.53,0.0,0.0,0.0,23.2,2.08,0.24,0.0,0.0,0.0,0.0,"Sweets gruel, Thailand style",Chè Thái,1,crawled,1.0,sweets_gruel_thailand_style,False,is_dessert_snack
VDD,15056,Cơm rang,Fried rice with egg and pork,Thức ăn truyền thống,Traditional food,198.0,6.0,9.65,21.85,0.0,0.0,0.0,25.0,1.62,0.7,0.0,0.0,0.0,0.0,Fried rice with egg and pork,Cơm rang,1,crawled,1.0,fried_rice_with_egg_and_pork,False,"allergen_egg,allergen_pork,clean_protein,role_carb,role_protein"
VDD,15057,Gà tần,Stewed chicken with medicinal herbs,Thức ăn truyền thống,Traditional food,131.0,6.7,7.4,9.4,0.0,0.0,0.0,57.4,0.69,1.1,0.0,0.0,0.0,0.0,Stewed chicken with medicinal herbs,Gà tần,1,crawled,1.0,stewed_chicken_with_medicinal_herbs,False,"allergen_chicken,role_protein"
VDD,15058,Miến lươn,"Vermicelli made of cassava, with eels",Thức ăn truyền thống,Traditional food,73.0,2.4,2.6,9.92,0.0,0.0,0.0,30.3,2.97,0.44,0.0,0.0,0.0,0.0,"Vermicelli made of cassava, with eels",Miến lươn,1,crawled,1.0,vermicelli_made_of_cassava_with_eels,False,
VDD,15059,Miến ngan,"Vermicelli made of cassava, with goose meat",Thức ăn truyền thống,Traditional food,65.0,2.0,2.4,8.96,0.0,0.0,0.0,22.1,1.26,0.32,0.0,0.0,0.0,0.0,"Vermicelli made of cassava, with goose meat",Miến ngan,1,crawled,1.0,vermicelli_made_of_cassava_with_goose_meat,False,
VDD,15060,Mỳ vằn thắn,Wonton soup,Thức ăn truyền thống,Traditional food,81.0,2.6,3.1,10.58,0.0,0.0,0.0,29.9,1.94,0.37,0.0,0.0,0.0,0.0,Wonton soup,Mỳ vằn thắn,1,crawled,1.0,wonton_soup,False,
VDD,15061,Mỳ xào,"Instant noodle, fried with vegetable and meat",Thức ăn truyền thống,Traditional food,139.0,5.7,7.0,13.41,0.0,0.0,0.0,58.7,3.72,0.53,0.0,0.0,0.0,0.0,"Instant noodle, fried with vegetable and meat",Mỳ xào,1,crawled,1.0,instant_noodle_fried_with_vegetable_and_meat,False,role_fiber
VDD,15062,Nem lụi,"Roll pork meat, grilled",Thức ăn truyền thống,Traditional food,183.0,6.7,13.3,9.07,0.0,0.0,0.0,91.2,1.81,0.77,0.0,0.0,0.0,0.0,"Roll pork meat, grilled",Nem lụi,1,crawled,1.0,roll_pork_meat_grilled,False,"allergen_pork,clean_protein,role_protein"
VDD,15063,Nem rán,"Spring roll, fried",Thức ăn truyền thống,Traditional food,145.0,4.5,7.7,14.42,0.0,0.0,0.0,67.6,1.99,0.57,0.0,0.0,0.0,0.0,"Spring roll, fried",Nem rán,1,crawled,1.0,spring_roll_fried,False,
VDD,15064,Nộm tai lợn,Pork ear salad,Thức ăn truyền thống,Traditional food,119.0,6.6,6.3,8.85,0.0,0.0,0.0,57.1,1.02,0.57,0.0,0.0,0.0,0.0,Pork ear salad,Nộm tai lợn,1,crawled,1.0,pork_ear_salad,False,"allergen_pork,clean_protein,role_fiber,role_protein"
VDD,15065,Phở bò chín,"Rice noodle with beef, cooked",Thức ăn truyền thống,Traditional food,73.0,5.2,0.9,11.1,0.0,0.0,0.0,98.8,0.92,1.28,0.0,0.0,0.0,0.0,"Rice noodle with beef, cooked",Phở bò chín,1,crawled,1.0,rice_noodle_with_beef_cooked,False,"allergen_beef,clean_protein,role_carb,role_protein"
VDD,15066,Phở bò tái,"Rice noodle with beef, rare",Thức ăn truyền thống,Traditional food,67.0,4.3,0.3,11.8,0.0,0.0,0.0,81.5,0.56,0.64,0.0,0.0,0.0,0.0,"Rice noodle with beef, rare",Phở bò tái,1,crawled,1.0,rice_noodle_with_beef_rare,False,"allergen_beef,clean_protein,role_carb,role_protein"
VDD,15067,Phở gà,Rice noodle with chicken,Thức ăn truyền thống,Traditional food,73.0,3.8,1.0,12.3,0.0,0.0,0.0,95.7,0.65,0.38,0.0,0.0,0.0,0.0,Rice noodle with chicken,Phở gà,1,crawled,1.0,rice_noodle_with_chicken,False,"allergen_chicken,role_carb,role_protein"
VDD,15068,Thịt xiên nướng,"Pork meat, grilled",Thức ăn truyền thống,Traditional food,322.0,26.5,23.8,0.54,0.0,0.0,0.0,140.3,7.88,2.66,0.0,0.0,0.0,0.0,"Pork meat, grilled",Thịt xiên nướng,1,crawled,1.0,pork_meat_grilled,False,"allergen_pork,clean_protein,role_protein"
VDD,15069,Xôi đỗ xanh,"Sticky rice with mungbean, cooked",Thức ăn truyền thống,Traditional food,230.0,5.5,0.4,51.0,0.0,0.0,0.0,54.3,0.51,0.98,0.0,0.0,0.0,0.0,"Sticky rice with mungbean, cooked",Xôi đỗ xanh,1,crawled,1.0,sticky_rice_with_mungbean_cooked,False,role_carb
VDD,15070,Xôi gấc,"Sticky rice with Gac fruit, cooked",Thức ăn truyền thống,Traditional food,231.0,3.1,0.8,52.9,0.0,0.0,0.0,23.6,0.28,1.18,0.0,0.0,0.0,0.0,"Sticky rice with Gac fruit, cooked",Xôi gấc,1,crawled,1.0,sticky_rice_with_gac_fruit_cooked,False,"role_carb,role_fiber"
VDD,15071,Xôi lạc,"Sticky rice with peanut, cooked",Thức ăn truyền thống,Traditional food,246.0,4.2,4.3,47.5,0.0,0.0,0.0,33.3,0.32,1.04,0.0,0.0,0.0,0.0,"Sticky rice with peanut, cooked",Xôi lạc,1,crawled,1.0,sticky_rice_with_peanut_cooked,False,"allergen_peanut,role_carb"
VDD,15072,Xôi ngô,"Sticky rice with corn, cooked",Thức ăn truyền thống,Traditional food,198.0,4.4,4.0,36.0,0.0,0.0,0.0,31.2,0.21,1.2,0.0,0.0,0.0,0.0,"Sticky rice with corn, cooked",Xôi ngô,1,crawled,1.0,sticky_rice_with_corn_cooked,False,role_carb
